cond,Lprime,ns_mean,ns_std,sq_mean,sq_std
DW $u$ asc,67,0.2675,0.44266,0.2225,0.41593
DW $u$ asc,68,0.275,0.44651,0.2225,0.41593
DW $u$ asc,69,0.2725,0.44525,0.225,0.41758
DW $u$ asc,70,0.2725,0.44525,0.2275,0.41922
DW $u$ asc,71,0.275,0.44651,0.2325,0.42243
DW $u$ asc,72,0.27,0.44396,0.2225,0.41593
DW $u$ asc,73,0.285,0.45141,0.2325,0.42243
DW $u$ asc,74,0.28,0.449,0.235,0.424
DW $u$ asc,75,0.28,0.449,0.24,0.42708
DW $u$ asc,76,0.275,0.44651,0.2475,0.43156
DW $u$ asc,77,0.2775,0.44777,0.2475,0.43156
DW $u$ asc,78,0.2775,0.44777,0.24,0.42708
DW $u$ asc,79,0.285,0.45141,0.24,0.42708
DW $u$ asc,80,0.2825,0.45022,0.2375,0.42555
DW $u$ asc,81,0.2825,0.45022,0.24,0.42708
DW $u$ asc,82,0.2825,0.45022,0.2375,0.42555
DW $u$ asc,83,0.285,0.45141,0.2375,0.42555
DW $u$ asc,84,0.28,0.449,0.2475,0.43156
DW $u$ asc,85,0.2775,0.44777,0.2475,0.43156
DW $u$ asc,86,0.28,0.449,0.2525,0.43445
DW $u$ asc,87,0.2775,0.44777,0.25,0.43301
DW $u$ asc,88,0.285,0.45141,0.25,0.43301
DW $u$ asc,89,0.2875,0.4526,0.2525,0.43445
DW $u$ asc,90,0.2825,0.45022,0.2475,0.43156
DW $u$ asc,91,0.2875,0.4526,0.25,0.43301
DW $u$ asc,92,0.2825,0.45022,0.2525,0.43445
DW $u$ asc,93,0.2875,0.4526,0.265,0.44133
DW $u$ asc,94,0.29,0.45376,0.2675,0.44266
DW $u$ asc,95,0.2875,0.4526,0.265,0.44133
DW $u$ asc,96,0.285,0.45141,0.26,0.43863
DW $u$ asc,97,0.29,0.45376,0.265,0.44133
DW $u$ asc,98,0.2875,0.4526,0.2625,0.43999
DW $u$ asc,99,0.2875,0.4526,0.2675,0.44266
DW $u$ asc,100,0.29,0.45376,0.2625,0.43999
DW $u$ asc,101,0.2875,0.4526,0.2625,0.43999
DW $u$ asc,102,0.29,0.45376,0.27,0.44396
DW $u$ asc,103,0.29,0.45376,0.2675,0.44266
DW $u$ asc,104,0.29,0.45376,0.27,0.44396
DW $u$ asc,105,0.295,0.45604,0.2725,0.44525
DW $u$ asc,106,0.295,0.45604,0.27,0.44396
DW $u$ asc,107,0.2925,0.45491,0.2675,0.44266
DW $u$ asc,108,0.2925,0.45491,0.265,0.44133
DW $u$ asc,109,0.2975,0.45716,0.2675,0.44266
DW $u$ asc,110,0.3,0.45826,0.2725,0.44525
DW $u$ asc,111,0.3,0.45826,0.275,0.44651
DW $u$ asc,112,0.3,0.45826,0.27,0.44396
DW $u$ asc,113,0.2975,0.45716,0.27,0.44396
DW $u$ asc,114,0.2975,0.45716,0.27,0.44396
DW $u$ asc,115,0.3025,0.45934,0.2675,0.44266
DW $u$ asc,116,0.3,0.45826,0.2675,0.44266
DW $u$ asc,117,0.3,0.45826,0.2625,0.43999
DW $u$ asc,118,0.3,0.45826,0.2625,0.43999
DW $u$ asc,119,0.305,0.46041,0.265,0.44133
DW $u$ asc,120,0.3075,0.46146,0.2575,0.43726
DW $u$ asc,121,0.3075,0.46146,0.27,0.44396
DW $u$ asc,122,0.31,0.46249,0.2625,0.43999
DW $u$ asc,123,0.3125,0.46351,0.2625,0.43999
DW $u$ asc,124,0.31,0.46249,0.27,0.44396
DW $u$ asc,125,0.315,0.46452,0.2675,0.44266
DW $u$ asc,126,0.315,0.46452,0.2725,0.44525
DW $u$ asc,127,0.315,0.46452,0.2775,0.44777
DW $u$ asc,128,0.3125,0.46351,0.2725,0.44525
DW $u$ asc,129,0.31,0.46249,0.2775,0.44777
DW $u$ asc,130,0.3075,0.46146,0.28,0.449
DW $u$ asc,131,0.305,0.46041,0.29,0.45376
DW $u$ asc,132,0.3025,0.45934,0.2925,0.45491
DW $u$ asc,133,0.2975,0.45716,0.2875,0.4526
DW $u$ asc,134,0.3,0.45826,0.2825,0.45022
DW $u$ asc,135,0.3,0.45826,0.29,0.45376
DW $u$ asc,136,0.3025,0.45934,0.2925,0.45491
DW $u$ asc,137,0.3025,0.45934,0.29,0.45376
DW $u$ asc,138,0.3025,0.45934,0.2875,0.4526
DW $u$ asc,139,0.3075,0.46146,0.285,0.45141
DW $u$ asc,140,0.3075,0.46146,0.2875,0.4526
DW $u$ asc,141,0.31,0.46249,0.2775,0.44777
DW $u$ asc,142,0.31,0.46249,0.2825,0.45022
DW $u$ asc,143,0.305,0.46041,0.2825,0.45022
DW $u$ asc,144,0.3025,0.45934,0.2725,0.44525
DW $u$ asc,145,0.3075,0.46146,0.28,0.449
DW $u$ asc,146,0.305,0.46041,0.2775,0.44777
DW $u$ asc,147,0.3,0.45826,0.2725,0.44525
DW $u$ asc,148,0.3125,0.46351,0.2725,0.44525
DW $u$ asc,149,0.3025,0.45934,0.2725,0.44525
DW $u$ asc,150,0.305,0.46041,0.2725,0.44525
DW $u$ asc,151,0.3075,0.46146,0.2725,0.44525
DW $u$ asc,152,0.3075,0.46146,0.2675,0.44266
DW $u$ asc,153,0.31,0.46249,0.27,0.44396
DW $u$ asc,154,0.3025,0.45934,0.2775,0.44777
DW $u$ asc,155,0.305,0.46041,0.2825,0.45022
DW $u$ asc,156,0.3075,0.46146,0.2775,0.44777
DW $u$ asc,157,0.3025,0.45934,0.275,0.44651
DW $u$ asc,158,0.295,0.45604,0.275,0.44651
DW $u$ asc,159,0.305,0.46041,0.275,0.44651
DW $u$ asc,160,0.3025,0.45934,0.2775,0.44777
DW $u$ asc,161,0.2975,0.45716,0.2725,0.44525
DW $u$ asc,162,0.3075,0.46146,0.2725,0.44525
DW $u$ asc,163,0.305,0.46041,0.275,0.44651
DW $u$ asc,164,0.305,0.46041,0.275,0.44651
DW $u$ asc,165,0.3025,0.45934,0.2775,0.44777
DW $u$ asc,166,0.305,0.46041,0.2725,0.44525
DW $u$ asc,167,0.31,0.46249,0.2675,0.44266
DW $u$ asc,168,0.3075,0.46146,0.2775,0.44777
DW $u$ asc,169,0.3175,0.4655,0.2675,0.44266
DW $u$ asc,170,0.3175,0.4655,0.275,0.44651
DW $u$ asc,171,0.3175,0.4655,0.27,0.44396
DW $u$ asc,172,0.315,0.46452,0.275,0.44651
DW $u$ asc,173,0.32,0.46648,0.275,0.44651
DW $u$ asc,174,0.32,0.46648,0.27,0.44396
DW $u$ asc,175,0.32,0.46648,0.275,0.44651
DW $u$ asc,176,0.315,0.46452,0.2725,0.44525
DW $u$ asc,177,0.3125,0.46351,0.275,0.44651
DW $u$ asc,178,0.3125,0.46351,0.2725,0.44525
DW $u$ asc,179,0.3125,0.46351,0.2725,0.44525
DW $u$ asc,180,0.3175,0.4655,0.275,0.44651
DW $u$ asc,181,0.315,0.46452,0.2675,0.44266
DW $u$ asc,182,0.3175,0.4655,0.27,0.44396
DW $u$ asc,183,0.315,0.46452,0.2725,0.44525
DW $u$ asc,184,0.3175,0.4655,0.27,0.44396
DW $u$ asc,185,0.3225,0.46743,0.2725,0.44525
DW $u$ asc,186,0.32,0.46648,0.2725,0.44525
DW $u$ asc,187,0.3225,0.46743,0.2775,0.44777
DW $u$ asc,188,0.3225,0.46743,0.2825,0.45022
DW $u$ asc,189,0.325,0.46837,0.28,0.449
DW $u$ asc,190,0.33,0.47021,0.275,0.44651
DW $u$ asc,191,0.325,0.46837,0.275,0.44651
DW $u$ asc,192,0.32,0.46648,0.275,0.44651
DW $u$ asc,193,0.3275,0.4693,0.2825,0.45022
DW $u$ asc,194,0.33,0.47021,0.28,0.449
DW $u$ asc,195,0.335,0.47199,0.2775,0.44777
DW $u$ asc,196,0.3325,0.47111,0.275,0.44651
DW $u$ asc,197,0.3225,0.46743,0.28,0.449
DW $u$ asc,198,0.3225,0.46743,0.2825,0.45022
DW $u$ asc,199,0.33,0.47021,0.28,0.449
DW $u$ asc,200,0.3375,0.47286,0.2775,0.44777
DW $u$ desc,2,0.0575,0.2328,0.1075,0.30975
DW $u$ desc,3,0.0825,0.27512,0.1225,0.32786
DW $u$ desc,4,0.1475,0.3546,0.1325,0.33903
DW $u$ desc,5,0.1675,0.37342,0.1675,0.37342
DW $u$ desc,6,0.19,0.3923,0.175,0.37997
DW $u$ desc,7,0.245,0.43009,0.2225,0.41593
DW $u$ desc,8,0.2475,0.43156,0.2325,0.42243
DW $u$ desc,9,0.2775,0.44777,0.24,0.42708
DW $u$ desc,10,0.295,0.45604,0.2825,0.45022
DW $u$ desc,11,0.32,0.46648,0.285,0.45141
DW $u$ desc,12,0.335,0.47199,0.2975,0.45716
DW $u$ desc,13,0.3575,0.47926,0.31,0.46249
DW $u$ desc,14,0.3675,0.48212,0.3525,0.47775
DW $u$ desc,15,0.3925,0.48831,0.36,0.48
DW $u$ desc,16,0.3975,0.48938,0.36,0.48
DW $u$ desc,17,0.425,0.49434,0.3625,0.48072
DW $u$ desc,18,0.4325,0.49542,0.385,0.4866
DW $u$ desc,19,0.4375,0.49608,0.3825,0.486
DW $u$ desc,20,0.4375,0.49608,0.375,0.48412
DW $u$ desc,21,0.4525,0.49774,0.395,0.48885
DW $u$ desc,22,0.475,0.49937,0.42,0.49356
DW $u$ desc,23,0.475,0.49937,0.4125,0.49228
DW $u$ desc,24,0.4925,0.49994,0.415,0.49272
DW $u$ desc,25,0.4825,0.49969,0.425,0.49434
DW $u$ desc,26,0.505,0.49997,0.4475,0.49724
DW $u$ desc,27,0.535,0.49877,0.445,0.49697
DW $u$ desc,28,0.535,0.49877,0.46,0.4984
DW $u$ desc,29,0.53,0.4991,0.47,0.4991
DW $u$ desc,30,0.5475,0.49774,0.49,0.4999
DW $u$ desc,31,0.5425,0.49819,0.4925,0.49994
DW $u$ desc,32,0.5525,0.49724,0.495,0.49997
DW $u$ desc,33,0.5625,0.49608,0.4975,0.49999
DW $u$ desc,34,0.5725,0.49472,0.5,0.5
DW $u$ desc,35,0.5725,0.49472,0.4925,0.49994
DW $u$ desc,36,0.575,0.49434,0.505,0.49997
DW $u$ desc,37,0.5825,0.49315,0.5175,0.49969
DW $u$ desc,38,0.59,0.49183,0.5225,0.49949
DW $u$ desc,39,0.6075,0.48831,0.53,0.4991
DW $u$ desc,40,0.6125,0.48718,0.5225,0.49949
DW $u$ desc,41,0.62,0.48539,0.5125,0.49984
DW $u$ desc,42,0.6125,0.48718,0.52,0.4996
DW $u$ desc,43,0.615,0.4866,0.53,0.4991
DW $u$ desc,44,0.6125,0.48718,0.5375,0.49859
DW $u$ desc,45,0.6275,0.48347,0.535,0.49877
DW $u$ desc,46,0.6225,0.48476,0.5525,0.49724
DW $u$ desc,47,0.6375,0.48072,0.5575,0.49668
DW $u$ desc,48,0.64,0.48,0.545,0.49797
DW $u$ desc,49,0.65,0.47697,0.5425,0.49819
DW $u$ desc,50,0.6475,0.47775,0.5525,0.49724
DW $u$ desc,51,0.6475,0.47775,0.56,0.49639
DW $u$ desc,52,0.65,0.47697,0.575,0.49434
DW $u$ desc,53,0.6625,0.47286,0.5825,0.49315
DW $u$ desc,54,0.6625,0.47286,0.57,0.49508
DW $u$ desc,55,0.6725,0.4693,0.5675,0.49542
DW $u$ desc,56,0.675,0.46837,0.575,0.49434
DW $u$ desc,57,0.6825,0.4655,0.5725,0.49472
DW $u$ desc,58,0.685,0.46452,0.5825,0.49315
DW $u$ desc,59,0.6925,0.46146,0.5875,0.49228
DW $u$ desc,60,0.6925,0.46146,0.585,0.49272
DW $u$ desc,61,0.695,0.46041,0.59,0.49183
DW $u$ desc,62,0.6975,0.45934,0.5925,0.49137
DW $u$ desc,63,0.7,0.45826,0.6,0.4899
DW $u$ desc,64,0.7025,0.45716,0.6,0.4899
DW $u$ desc,65,0.6925,0.46146,0.6075,0.48831
DW $u$ desc,66,0.6975,0.45934,0.605,0.48885
DW $u$ desc,67,0.695,0.46041,0.6125,0.48718
DW $u$ desc,68,0.7,0.45826,0.635,0.48143
DW $u$ desc,69,0.7025,0.45716,0.625,0.48412
DW $u$ desc,70,0.7,0.45826,0.635,0.48143
DW $u$ desc,71,0.695,0.46041,0.6325,0.48212
DW $u$ desc,72,0.7,0.45826,0.625,0.48412
DW $u$ desc,73,0.7075,0.45491,0.6325,0.48212
DW $u$ desc,74,0.7125,0.4526,0.625,0.48412
DW $u$ desc,75,0.71,0.45376,0.6425,0.47926
DW $u$ desc,76,0.7175,0.45022,0.6475,0.47775
DW $u$ desc,77,0.7175,0.45022,0.645,0.47851
DW $u$ desc,78,0.7225,0.44777,0.65,0.47697
DW $u$ desc,79,0.7325,0.44266,0.66,0.47371
DW $u$ desc,80,0.735,0.44133,0.66,0.47371
DW $u$ desc,81,0.73,0.44396,0.66,0.47371
DW $u$ desc,82,0.7325,0.44266,0.6625,0.47286
DW $u$ desc,83,0.7275,0.44525,0.6625,0.47286
DW $u$ desc,84,0.7275,0.44525,0.67,0.47021
DW $u$ desc,85,0.725,0.44651,0.6625,0.47286
DW $u$ desc,86,0.7225,0.44777,0.665,0.47199
DW $u$ desc,87,0.7175,0.45022,0.6625,0.47286
DW $u$ desc,88,0.7275,0.44525,0.675,0.46837
DW $u$ desc,89,0.735,0.44133,0.6725,0.4693
DW $u$ desc,90,0.7375,0.43999,0.69,0.46249
DW $u$ desc,91,0.7375,0.43999,0.6825,0.4655
DW $u$ desc,92,0.7375,0.43999,0.6875,0.46351
DW $u$ desc,93,0.7375,0.43999,0.6875,0.46351
DW $u$ desc,94,0.735,0.44133,0.6875,0.46351
DW $u$ desc,95,0.73,0.44396,0.6925,0.46146
DW $u$ desc,96,0.7325,0.44266,0.69,0.46249
DW $u$ desc,97,0.7425,0.43726,0.6925,0.46146
DW $u$ desc,98,0.7475,0.43445,0.7,0.45826
DW $u$ desc,99,0.755,0.43009,0.69,0.46249
DW $u$ desc,100,0.7475,0.43445,0.6975,0.45934
DW $u$ desc,101,0.7525,0.43156,0.695,0.46041
DW $u$ desc,102,0.7525,0.43156,0.7,0.45826
DW $u$ desc,103,0.7475,0.43445,0.695,0.46041
DW $u$ desc,104,0.7475,0.43445,0.6925,0.46146
DW $u$ desc,105,0.7525,0.43156,0.7,0.45826
DW $u$ desc,106,0.7475,0.43445,0.7025,0.45716
DW $u$ desc,107,0.7575,0.4286,0.7025,0.45716
DW $u$ desc,108,0.7475,0.43445,0.6975,0.45934
DW $u$ desc,109,0.74,0.43863,0.6975,0.45934
DW $u$ desc,110,0.7425,0.43726,0.7025,0.45716
DW $u$ desc,111,0.7525,0.43156,0.7025,0.45716
DW $u$ desc,112,0.755,0.43009,0.695,0.46041
DW $u$ desc,113,0.7575,0.4286,0.7025,0.45716
DW $u$ desc,114,0.765,0.424,0.6875,0.46351
DW $u$ desc,115,0.765,0.424,0.695,0.46041
DW $u$ desc,116,0.7675,0.42243,0.6975,0.45934
DW $u$ desc,117,0.7675,0.42243,0.7025,0.45716
DW $u$ desc,118,0.765,0.424,0.7075,0.45491
DW $u$ desc,119,0.7675,0.42243,0.7075,0.45491
DW $u$ desc,120,0.7625,0.42555,0.71,0.45376
DW $u$ desc,121,0.76,0.42708,0.71,0.45376
DW $u$ desc,122,0.765,0.424,0.7175,0.45022
DW $u$ desc,123,0.77,0.42083,0.7175,0.45022
DW $u$ desc,124,0.7675,0.42243,0.7175,0.45022
DW $u$ desc,125,0.77,0.42083,0.7175,0.45022
DW $u$ desc,126,0.77,0.42083,0.72,0.449
DW $u$ desc,127,0.7725,0.41922,0.725,0.44651
DW $u$ desc,128,0.77,0.42083,0.7175,0.45022
DW $u$ desc,129,0.7675,0.42243,0.7225,0.44777
DW $u$ desc,130,0.765,0.424,0.7325,0.44266
DW $u$ desc,131,0.7675,0.42243,0.74,0.43863
DW $u$ desc,132,0.77,0.42083,0.735,0.44133
DW $u$ desc,133,0.775,0.41758,0.735,0.44133
DW $u$ desc,134,0.7775,0.41593,0.73,0.44396
DW $u$ desc,135,0.7825,0.41255,0.7375,0.43999
DW $u$ desc,136,0.7825,0.41255,0.735,0.44133
DW $u$ desc,137,0.78,0.41425,0.74,0.43863
DW $u$ desc,138,0.785,0.41082,0.735,0.44133
DW $u$ desc,139,0.7875,0.40908,0.7375,0.43999
DW $u$ desc,140,0.79,0.40731,0.735,0.44133
DW $u$ desc,141,0.79,0.40731,0.7325,0.44266
DW $u$ desc,142,0.7975,0.40186,0.735,0.44133
DW $u$ desc,143,0.7975,0.40186,0.73,0.44396
DW $u$ desc,144,0.7975,0.40186,0.735,0.44133
DW $u$ desc,145,0.795,0.4037,0.735,0.44133
DW $u$ desc,146,0.795,0.4037,0.74,0.43863
DW $u$ desc,147,0.79,0.40731,0.73,0.44396
DW $u$ desc,148,0.7925,0.40552,0.735,0.44133
DW $u$ desc,149,0.7925,0.40552,0.7325,0.44266
DW $u$ desc,150,0.795,0.4037,0.735,0.44133
DW $u$ desc,151,0.7975,0.40186,0.7375,0.43999
DW $u$ desc,152,0.805,0.3962,0.735,0.44133
DW $u$ desc,153,0.7975,0.40186,0.735,0.44133
DW $u$ desc,154,0.8,0.4,0.74,0.43863
DW $u$ desc,155,0.8025,0.39811,0.74,0.43863
DW $u$ desc,156,0.805,0.3962,0.7375,0.43999
DW $u$ desc,157,0.805,0.3962,0.735,0.44133
DW $u$ desc,158,0.805,0.3962,0.745,0.43586
DW $u$ desc,159,0.81,0.3923,0.755,0.43009
DW $u$ desc,160,0.8025,0.39811,0.7525,0.43156
DW $u$ desc,161,0.81,0.3923,0.7575,0.4286
DW $u$ desc,162,0.8075,0.39426,0.7475,0.43445
DW $u$ desc,163,0.815,0.3883,0.75,0.43301
DW $u$ desc,164,0.8175,0.38626,0.75,0.43301
DW $u$ desc,165,0.8225,0.38209,0.755,0.43009
DW $u$ desc,166,0.815,0.3883,0.755,0.43009
DW $u$ desc,167,0.815,0.3883,0.7525,0.43156
DW $u$ desc,168,0.815,0.3883,0.755,0.43009
DW $u$ desc,169,0.815,0.3883,0.76,0.42708
DW $u$ desc,170,0.815,0.3883,0.76,0.42708
DW $u$ desc,171,0.81,0.3923,0.765,0.424
DW $u$ desc,172,0.8175,0.38626,0.7525,0.43156
DW $u$ desc,173,0.82,0.38419,0.76,0.42708
DW $u$ desc,174,0.8225,0.38209,0.755,0.43009
DW $u$ desc,175,0.8225,0.38209,0.7625,0.42555
DW $u$ desc,176,0.825,0.37997,0.765,0.424
DW $u$ desc,177,0.8225,0.38209,0.76,0.42708
DW $u$ desc,178,0.82,0.38419,0.7625,0.42555
DW $u$ desc,179,0.8175,0.38626,0.76,0.42708
DW $u$ desc,180,0.82,0.38419,0.7625,0.42555
DW $u$ desc,181,0.8225,0.38209,0.7625,0.42555
DW $u$ desc,182,0.8225,0.38209,0.7575,0.4286
DW $u$ desc,183,0.825,0.37997,0.765,0.424
DW $u$ desc,184,0.8225,0.38209,0.7675,0.42243
DW $u$ desc,185,0.8175,0.38626,0.77,0.42083
DW $u$ desc,186,0.8225,0.38209,0.7725,0.41922
DW $u$ desc,187,0.82,0.38419,0.77,0.42083
DW $u$ desc,188,0.8225,0.38209,0.765,0.424
DW $u$ desc,189,0.82,0.38419,0.7675,0.42243
DW $u$ desc,190,0.82,0.38419,0.77,0.42083
DW $u$ desc,191,0.815,0.3883,0.7725,0.41922
DW $u$ desc,192,0.8225,0.38209,0.775,0.41758
DW $u$ desc,193,0.8225,0.38209,0.7725,0.41922
DW $u$ desc,194,0.82,0.38419,0.7675,0.42243
DW $u$ desc,195,0.82,0.38419,0.7725,0.41922
DW $u$ desc,196,0.8175,0.38626,0.7675,0.42243
DW $u$ desc,197,0.82,0.38419,0.7725,0.41922
DW $u$ desc,198,0.8225,0.38209,0.77,0.42083
DW $u$ desc,199,0.82,0.38419,0.77,0.42083
DW $u$ desc,200,0.825,0.37997,0.77,0.42083
MUT $D$ desc,2,0.0,0.0,0.0525,0.22303
MUT $D$ desc,3,0.0075,0.08628,0.035,0.18378
MUT $D$ desc,4,0.005,0.07053,0.04,0.19596
MUT $D$ desc,5,0.015,0.12155,0.035,0.18378
MUT $D$ desc,6,0.0325,0.17732,0.03,0.17059
MUT $D$ desc,7,0.035,0.18378,0.0425,0.20173
MUT $D$ desc,8,0.0425,0.20173,0.0425,0.20173
MUT $D$ desc,9,0.055,0.22798,0.055,0.22798
MUT $D$ desc,10,0.07,0.25515,0.0725,0.25931
MUT $D$ desc,11,0.07,0.25515,0.0675,0.25089
MUT $D$ desc,12,0.0725,0.25931,0.0725,0.25931
MUT $D$ desc,13,0.095,0.29321,0.0975,0.29664
MUT $D$ desc,14,0.09,0.28618,0.105,0.30655
MUT $D$ desc,15,0.1025,0.3033,0.11,0.31289
MUT $D$ desc,16,0.1025,0.3033,0.115,0.31902
MUT $D$ desc,17,0.1025,0.3033,0.115,0.31902
MUT $D$ desc,18,0.115,0.31902,0.125,0.33072
MUT $D$ desc,19,0.13,0.3363,0.1325,0.33903
MUT $D$ desc,20,0.135,0.34172,0.135,0.34172
MUT $D$ desc,21,0.155,0.3619,0.145,0.3521
MUT $D$ desc,22,0.155,0.3619,0.15,0.35707
MUT $D$ desc,23,0.1625,0.36891,0.145,0.3521
MUT $D$ desc,24,0.165,0.37118,0.1475,0.3546
MUT $D$ desc,25,0.1675,0.37342,0.1475,0.3546
MUT $D$ desc,26,0.1775,0.38209,0.1425,0.34956
MUT $D$ desc,27,0.1775,0.38209,0.155,0.3619
MUT $D$ desc,28,0.18,0.38419,0.17,0.37563
MUT $D$ desc,29,0.17,0.37563,0.1675,0.37342
MUT $D$ desc,30,0.1775,0.38209,0.17,0.37563
MUT $D$ desc,31,0.1725,0.37781,0.1675,0.37342
MUT $D$ desc,32,0.175,0.37997,0.1525,0.3595
MUT $D$ desc,33,0.175,0.37997,0.18,0.38419
MUT $D$ desc,34,0.1675,0.37342,0.175,0.37997
MUT $D$ desc,35,0.1775,0.38209,0.17,0.37563
MUT $D$ desc,36,0.175,0.37997,0.1775,0.38209
MUT $D$ desc,37,0.1725,0.37781,0.18,0.38419
MUT $D$ desc,38,0.1725,0.37781,0.18,0.38419
MUT $D$ desc,39,0.1775,0.38209,0.195,0.3962
MUT $D$ desc,40,0.18,0.38419,0.1925,0.39426
MUT $D$ desc,41,0.175,0.37997,0.185,0.3883
MUT $D$ desc,42,0.17,0.37563,0.1875,0.39031
MUT $D$ desc,43,0.1825,0.38626,0.1975,0.39811
MUT $D$ desc,44,0.185,0.3883,0.205,0.4037
MUT $D$ desc,45,0.195,0.3962,0.1925,0.39426
MUT $D$ desc,46,0.2,0.4,0.185,0.3883
MUT $D$ desc,47,0.195,0.3962,0.1925,0.39426
MUT $D$ desc,48,0.195,0.3962,0.1975,0.39811
MUT $D$ desc,49,0.1975,0.39811,0.2025,0.40186
MUT $D$ desc,50,0.205,0.4037,0.21,0.40731
MUT $D$ desc,51,0.2125,0.40908,0.215,0.41082
MUT $D$ desc,52,0.205,0.4037,0.215,0.41082
MUT $D$ desc,53,0.215,0.41082,0.205,0.4037
MUT $D$ desc,54,0.22,0.41425,0.21,0.40731
MUT $D$ desc,55,0.2125,0.40908,0.2125,0.40908
MUT $D$ desc,56,0.2125,0.40908,0.2225,0.41593
MUT $D$ desc,57,0.2225,0.41593,0.215,0.41082
MUT $D$ desc,58,0.2275,0.41922,0.225,0.41758
MUT $D$ desc,59,0.2325,0.42243,0.2225,0.41593
MUT $D$ desc,60,0.2325,0.42243,0.2225,0.41593
MUT $D$ desc,61,0.23,0.42083,0.23,0.42083
MUT $D$ desc,62,0.2325,0.42243,0.2275,0.41922
MUT $D$ desc,63,0.23,0.42083,0.23,0.42083
MUT $D$ desc,64,0.2325,0.42243,0.23,0.42083
MUT $D$ desc,65,0.235,0.424,0.2325,0.42243
MUT $D$ desc,66,0.24,0.42708,0.2325,0.42243
MUT $D$ desc,67,0.24,0.42708,0.2325,0.42243
MUT $D$ desc,68,0.245,0.43009,0.2325,0.42243
MUT $D$ desc,69,0.2425,0.4286,0.23,0.42083
MUT $D$ desc,70,0.245,0.43009,0.23,0.42083
MUT $D$ desc,71,0.255,0.43586,0.235,0.424
MUT $D$ desc,72,0.25,0.43301,0.2375,0.42555
MUT $D$ desc,73,0.2525,0.43445,0.23,0.42083
MUT $D$ desc,74,0.25,0.43301,0.2425,0.4286
MUT $D$ desc,75,0.25,0.43301,0.25,0.43301
MUT $D$ desc,76,0.2575,0.43726,0.2625,0.43999
MUT $D$ desc,77,0.2575,0.43726,0.2725,0.44525
MUT $D$ desc,78,0.2525,0.43445,0.2775,0.44777
MUT $D$ desc,79,0.26,0.43863,0.2675,0.44266
MUT $D$ desc,80,0.2625,0.43999,0.27,0.44396
MUT $D$ desc,81,0.265,0.44133,0.2725,0.44525
MUT $D$ desc,82,0.27,0.44396,0.265,0.44133
MUT $D$ desc,83,0.2675,0.44266,0.2775,0.44777
MUT $D$ desc,84,0.255,0.43586,0.2725,0.44525
MUT $D$ desc,85,0.2525,0.43445,0.27,0.44396
MUT $D$ desc,86,0.26,0.43863,0.28,0.449
MUT $D$ desc,87,0.2725,0.44525,0.2875,0.4526
MUT $D$ desc,88,0.275,0.44651,0.2925,0.45491
MUT $D$ desc,89,0.265,0.44133,0.2775,0.44777
MUT $D$ desc,90,0.2825,0.45022,0.29,0.45376
MUT $D$ desc,91,0.28,0.449,0.2875,0.4526
MUT $D$ desc,92,0.2775,0.44777,0.2925,0.45491
MUT $D$ desc,93,0.285,0.45141,0.29,0.45376
MUT $D$ desc,94,0.295,0.45604,0.2875,0.4526
MUT $D$ desc,95,0.29,0.45376,0.2775,0.44777
MUT $D$ desc,96,0.2875,0.4526,0.275,0.44651
MUT $D$ desc,97,0.2775,0.44777,0.28,0.449
MUT $D$ desc,98,0.2775,0.44777,0.2775,0.44777
MUT $D$ desc,99,0.2775,0.44777,0.27,0.44396
MUT $D$ desc,100,0.2825,0.45022,0.2725,0.44525
MUT $D$ desc,101,0.295,0.45604,0.2675,0.44266
MUT $D$ desc,102,0.295,0.45604,0.2675,0.44266
MUT $D$ desc,103,0.285,0.45141,0.2725,0.44525
MUT $D$ desc,104,0.2775,0.44777,0.28,0.449
MUT $D$ desc,105,0.2725,0.44525,0.28,0.449
MUT $D$ desc,106,0.2875,0.4526,0.28,0.449
MUT $D$ desc,107,0.2875,0.4526,0.2825,0.45022
MUT $D$ desc,108,0.285,0.45141,0.2875,0.4526
MUT $D$ desc,109,0.295,0.45604,0.2875,0.4526
MUT $D$ desc,110,0.305,0.46041,0.285,0.45141
MUT $D$ desc,111,0.3,0.45826,0.2825,0.45022
MUT $D$ desc,112,0.3025,0.45934,0.2825,0.45022
MUT $D$ desc,113,0.32,0.46648,0.285,0.45141
MUT $D$ desc,114,0.3125,0.46351,0.295,0.45604
MUT $D$ desc,115,0.2975,0.45716,0.29,0.45376
MUT $D$ desc,116,0.3075,0.46146,0.29,0.45376
MUT $D$ desc,117,0.315,0.46452,0.29,0.45376
MUT $D$ desc,118,0.3075,0.46146,0.2925,0.45491
MUT $D$ desc,119,0.315,0.46452,0.2975,0.45716
MUT $D$ desc,120,0.315,0.46452,0.3,0.45826
MUT $D$ desc,121,0.32,0.46648,0.3,0.45826
MUT $D$ desc,122,0.32,0.46648,0.3075,0.46146
MUT $D$ desc,123,0.32,0.46648,0.31,0.46249
MUT $D$ desc,124,0.3225,0.46743,0.3075,0.46146
MUT $D$ desc,125,0.32,0.46648,0.31,0.46249
MUT $D$ desc,126,0.3175,0.4655,0.3075,0.46146
MUT $D$ desc,127,0.3225,0.46743,0.305,0.46041
MUT $D$ desc,128,0.325,0.46837,0.3025,0.45934
MUT $D$ desc,129,0.335,0.47199,0.3,0.45826
MUT $D$ desc,130,0.33,0.47021,0.3,0.45826
