cond,Lprime,ns_mean,ns_std,sq_mean,sq_std
SIS $D$ asc,184,0.4025,0.4904,0.3475,0.47618
SIS $D$ asc,185,0.4,0.4899,0.3475,0.47618
SIS $D$ asc,186,0.4,0.4899,0.35,0.47697
SIS $D$ asc,187,0.395,0.48885,0.3525,0.47775
SIS $D$ asc,188,0.4025,0.4904,0.3575,0.47926
SIS $D$ asc,189,0.4075,0.49137,0.36,0.48
SIS $D$ asc,190,0.4075,0.49137,0.355,0.47851
SIS $D$ asc,191,0.41,0.49183,0.355,0.47851
SIS $D$ asc,192,0.405,0.49089,0.3575,0.47926
SIS $D$ asc,193,0.405,0.49089,0.3575,0.47926
SIS $D$ asc,194,0.405,0.49089,0.3525,0.47775
SIS $D$ asc,195,0.405,0.49089,0.3525,0.47775
SIS $D$ asc,196,0.41,0.49183,0.35,0.47697
SIS $D$ asc,197,0.41,0.49183,0.3525,0.47775
SIS $D$ asc,198,0.41,0.49183,0.355,0.47851
SIS $D$ asc,199,0.41,0.49183,0.355,0.47851
SIS $D$ asc,200,0.4075,0.49137,0.3525,0.47775
SIS $D$ desc,2,0.0675,0.25089,0.17,0.37563
SIS $D$ desc,3,0.13,0.3363,0.1925,0.39426
SIS $D$ desc,4,0.1925,0.39426,0.23,0.42083
SIS $D$ desc,5,0.2225,0.41593,0.265,0.44133
SIS $D$ desc,6,0.2675,0.44266,0.28,0.449
SIS $D$ desc,7,0.32,0.46648,0.3575,0.47926
SIS $D$ desc,8,0.3325,0.47111,0.365,0.48143
SIS $D$ desc,9,0.3475,0.47618,0.365,0.48143
SIS $D$ desc,10,0.355,0.47851,0.385,0.4866
SIS $D$ desc,11,0.3725,0.48347,0.395,0.48885
SIS $D$ desc,12,0.3975,0.48938,0.4225,0.49396
SIS $D$ desc,13,0.4075,0.49137,0.43,0.49508
SIS $D$ desc,14,0.4125,0.49228,0.4375,0.49608
SIS $D$ desc,15,0.42,0.49356,0.4475,0.49724
SIS $D$ desc,16,0.435,0.49576,0.4725,0.49924
SIS $D$ desc,17,0.4475,0.49724,0.465,0.49877
SIS $D$ desc,18,0.4575,0.49819,0.48,0.4996
SIS $D$ desc,19,0.46,0.4984,0.4825,0.49969
SIS $D$ desc,20,0.475,0.49937,0.4825,0.49969
SIS $D$ desc,21,0.49,0.4999,0.485,0.49977
SIS $D$ desc,22,0.4975,0.49999,0.495,0.49997
SIS $D$ desc,23,0.51,0.4999,0.5125,0.49984
SIS $D$ desc,24,0.5125,0.49984,0.525,0.49937
SIS $D$ desc,25,0.52,0.4996,0.5275,0.49924
SIS $D$ desc,26,0.5175,0.49969,0.535,0.49877
SIS $D$ desc,27,0.535,0.49877,0.53,0.4991
SIS $D$ desc,28,0.535,0.49877,0.5275,0.49924
SIS $D$ desc,29,0.5275,0.49924,0.53,0.4991
SIS $D$ desc,30,0.5325,0.49894,0.54,0.4984
SIS $D$ desc,31,0.5475,0.49774,0.545,0.49797
SIS $D$ desc,32,0.56,0.49639,0.54,0.4984
SIS $D$ desc,33,0.56,0.49639,0.545,0.49797
SIS $D$ desc,34,0.5575,0.49668,0.5475,0.49774
SIS $D$ desc,35,0.56,0.49639,0.5475,0.49774
SIS $D$ desc,36,0.56,0.49639,0.565,0.49576
SIS $D$ desc,37,0.5575,0.49668,0.565,0.49576
SIS $D$ desc,38,0.5625,0.49608,0.5675,0.49542
SIS $D$ desc,39,0.565,0.49576,0.57,0.49508
SIS $D$ desc,40,0.5775,0.49396,0.5675,0.49542
SIS $D$ desc,41,0.575,0.49434,0.5825,0.49315
SIS $D$ desc,42,0.5975,0.4904,0.585,0.49272
SIS $D$ desc,43,0.5925,0.49137,0.5825,0.49315
SIS $D$ desc,44,0.59,0.49183,0.595,0.49089
SIS $D$ desc,45,0.5825,0.49315,0.5925,0.49137
SIS $D$ desc,46,0.595,0.49089,0.6025,0.48938
SIS $D$ desc,47,0.6025,0.48938,0.61,0.48775
SIS $D$ desc,48,0.6,0.4899,0.61,0.48775
SIS $D$ desc,49,0.6,0.4899,0.6225,0.48476
SIS $D$ desc,50,0.6175,0.486,0.6275,0.48347
SIS $D$ desc,51,0.6125,0.48718,0.6375,0.48072
SIS $D$ desc,52,0.6225,0.48476,0.63,0.4828
SIS $D$ desc,53,0.6275,0.48347,0.635,0.48143
SIS $D$ desc,54,0.6375,0.48072,0.62,0.48539
SIS $D$ desc,55,0.6425,0.47926,0.6275,0.48347
SIS $D$ desc,56,0.63,0.4828,0.64,0.48
SIS $D$ desc,57,0.6275,0.48347,0.635,0.48143
SIS $D$ desc,58,0.6175,0.486,0.6325,0.48212
SIS $D$ desc,59,0.6175,0.486,0.635,0.48143
SIS $D$ desc,60,0.615,0.4866,0.645,0.47851
SIS $D$ desc,61,0.6175,0.486,0.6275,0.48347
SIS $D$ desc,62,0.625,0.48412,0.6375,0.48072
SIS $D$ desc,63,0.6275,0.48347,0.645,0.47851
SIS $D$ desc,64,0.63,0.4828,0.6325,0.48212
SIS $D$ desc,65,0.6325,0.48212,0.645,0.47851
SIS $D$ desc,66,0.645,0.47851,0.64,0.48
SIS $D$ desc,67,0.6425,0.47926,0.6375,0.48072
SIS $D$ desc,68,0.65,0.47697,0.635,0.48143
SIS $D$ desc,69,0.65,0.47697,0.6325,0.48212
SIS $D$ desc,70,0.6525,0.47618,0.6325,0.48212
SIS $D$ desc,71,0.66,0.47371,0.635,0.48143
SIS $D$ desc,72,0.665,0.47199,0.635,0.48143
SIS $D$ desc,73,0.6525,0.47618,0.64,0.48
SIS $D$ desc,74,0.65,0.47697,0.645,0.47851
SIS $D$ desc,75,0.66,0.47371,0.64,0.48
SIS $D$ desc,76,0.6625,0.47286,0.6375,0.48072
SIS $D$ desc,77,0.665,0.47199,0.625,0.48412
SIS $D$ desc,78,0.665,0.47199,0.6325,0.48212
SIS $D$ desc,79,0.6675,0.47111,0.64,0.48
SIS $D$ desc,80,0.66,0.47371,0.6575,0.47455
SIS $D$ desc,81,0.67,0.47021,0.66,0.47371
SIS $D$ desc,82,0.67,0.47021,0.66,0.47371
SIS $D$ desc,83,0.6725,0.4693,0.6575,0.47455
SIS $D$ desc,84,0.675,0.46837,0.6675,0.47111
SIS $D$ desc,85,0.67,0.47021,0.665,0.47199
SIS $D$ desc,86,0.675,0.46837,0.665,0.47199
SIS $D$ desc,87,0.685,0.46452,0.665,0.47199
SIS $D$ desc,88,0.6825,0.4655,0.6725,0.4693
SIS $D$ desc,89,0.6875,0.46351,0.675,0.46837
SIS $D$ desc,90,0.695,0.46041,0.6775,0.46743
SIS $D$ desc,91,0.695,0.46041,0.6775,0.46743
SIS $D$ desc,92,0.6975,0.45934,0.685,0.46452
SIS $D$ desc,93,0.705,0.45604,0.6875,0.46351
SIS $D$ desc,94,0.7075,0.45491,0.685,0.46452
SIS $D$ desc,95,0.715,0.45141,0.685,0.46452
SIS $D$ desc,96,0.7125,0.4526,0.69,0.46249
SIS $D$ desc,97,0.715,0.45141,0.6875,0.46351
SIS $D$ desc,98,0.725,0.44651,0.69,0.46249
SIS $D$ desc,99,0.7225,0.44777,0.69,0.46249
SIS $D$ desc,100,0.72,0.449,0.6875,0.46351
SIS $D$ desc,101,0.715,0.45141,0.695,0.46041
SIS $D$ desc,102,0.715,0.45141,0.6875,0.46351
SIS $D$ desc,103,0.715,0.45141,0.7025,0.45716
SIS $D$ desc,104,0.72,0.449,0.7025,0.45716
SIS $D$ desc,105,0.725,0.44651,0.695,0.46041
SIS $D$ desc,106,0.7175,0.45022,0.6925,0.46146
SIS $D$ desc,107,0.7175,0.45022,0.6975,0.45934
SIS $D$ desc,108,0.7175,0.45022,0.7,0.45826
SIS $D$ desc,109,0.725,0.44651,0.69,0.46249
SIS $D$ desc,110,0.71,0.45376,0.6875,0.46351
SIS $D$ desc,111,0.705,0.45604,0.69,0.46249
SIS $D$ desc,112,0.725,0.44651,0.695,0.46041
SIS $D$ desc,113,0.7225,0.44777,0.69,0.46249
SIS $D$ desc,114,0.725,0.44651,0.7025,0.45716
SIS $D$ desc,115,0.725,0.44651,0.6925,0.46146
SIS $D$ desc,116,0.7325,0.44266,0.6975,0.45934
SIS $D$ desc,117,0.745,0.43586,0.6925,0.46146
SIS $D$ desc,118,0.745,0.43586,0.695,0.46041
SIS $D$ desc,119,0.7425,0.43726,0.7,0.45826
SIS $D$ desc,120,0.7375,0.43999,0.7025,0.45716
SIS $D$ desc,121,0.7425,0.43726,0.6975,0.45934
SIS $D$ desc,122,0.74,0.43863,0.6975,0.45934
SIS $D$ desc,123,0.74,0.43863,0.6975,0.45934
SIS $D$ desc,124,0.735,0.44133,0.7,0.45826
SIS $D$ desc,125,0.745,0.43586,0.71,0.45376
SIS $D$ desc,126,0.7475,0.43445,0.71,0.45376
SIS $D$ desc,127,0.74,0.43863,0.7075,0.45491
SIS $D$ desc,128,0.7475,0.43445,0.71,0.45376
SIS $D$ desc,129,0.7475,0.43445,0.71,0.45376
SIS $D$ desc,130,0.75,0.43301,0.715,0.45141
SIS $D$ desc,131,0.75,0.43301,0.7175,0.45022
SIS $D$ desc,132,0.755,0.43009,0.7225,0.44777
SIS $D$ desc,133,0.75,0.43301,0.7275,0.44525
SIS $D$ desc,134,0.7525,0.43156,0.7225,0.44777
SIS $D$ desc,135,0.75,0.43301,0.7175,0.45022
SIS $D$ desc,136,0.7575,0.4286,0.725,0.44651
SIS $D$ desc,137,0.75,0.43301,0.7325,0.44266
SIS $D$ desc,138,0.745,0.43586,0.725,0.44651
SIS $D$ desc,139,0.7425,0.43726,0.72,0.449
SIS $D$ desc,140,0.74,0.43863,0.72,0.449
SIS $D$ desc,141,0.745,0.43586,0.7275,0.44525
SIS $D$ desc,142,0.7575,0.4286,0.7375,0.43999
SIS $D$ desc,143,0.76,0.42708,0.74,0.43863
SIS $D$ desc,144,0.76,0.42708,0.74,0.43863
SIS $D$ desc,145,0.755,0.43009,0.74,0.43863
SIS $D$ desc,146,0.755,0.43009,0.7375,0.43999
SIS $D$ desc,147,0.7525,0.43156,0.745,0.43586
SIS $D$ desc,148,0.75,0.43301,0.7375,0.43999
SIS $D$ desc,149,0.7525,0.43156,0.7325,0.44266
SIS $D$ desc,150,0.7525,0.43156,0.735,0.44133
SIS $D$ desc,151,0.755,0.43009,0.735,0.44133
SIS $D$ desc,152,0.755,0.43009,0.735,0.44133
SIS $D$ desc,153,0.7575,0.4286,0.74,0.43863
SIS $D$ desc,154,0.755,0.43009,0.7325,0.44266
SIS $D$ desc,155,0.7575,0.4286,0.73,0.44396
SIS $D$ desc,156,0.7525,0.43156,0.7325,0.44266
SIS $D$ desc,157,0.7525,0.43156,0.7325,0.44266
SIS $D$ desc,158,0.76,0.42708,0.7375,0.43999
SIS $D$ desc,159,0.7625,0.42555,0.7325,0.44266
SIS $D$ desc,160,0.76,0.42708,0.7325,0.44266
SIS $D$ desc,161,0.76,0.42708,0.725,0.44651
SIS $D$ desc,162,0.76,0.42708,0.7225,0.44777
SIS $D$ desc,163,0.7625,0.42555,0.7225,0.44777
SIS $D$ desc,164,0.7625,0.42555,0.7225,0.44777
SIS $D$ desc,165,0.77,0.42083,0.7275,0.44525
SIS $D$ desc,166,0.775,0.41758,0.725,0.44651
SIS $D$ desc,167,0.775,0.41758,0.7275,0.44525
SIS $D$ desc,168,0.7775,0.41593,0.7325,0.44266
SIS $D$ desc,169,0.77,0.42083,0.7325,0.44266
SIS $D$ desc,170,0.7675,0.42243,0.73,0.44396
SIS $D$ desc,171,0.77,0.42083,0.7275,0.44525
SIS $D$ desc,172,0.775,0.41758,0.74,0.43863
SIS $D$ desc,173,0.78,0.41425,0.745,0.43586
SIS $D$ desc,174,0.7775,0.41593,0.7425,0.43726
SIS $D$ desc,175,0.775,0.41758,0.745,0.43586
SIS $D$ desc,176,0.7775,0.41593,0.7425,0.43726
SIS $D$ desc,177,0.7825,0.41255,0.75,0.43301
SIS $D$ desc,178,0.7775,0.41593,0.75,0.43301
SIS $D$ desc,179,0.7775,0.41593,0.7575,0.4286
SIS $D$ desc,180,0.7725,0.41922,0.76,0.42708
SIS $D$ desc,181,0.785,0.41082,0.76,0.42708
SIS $D$ desc,182,0.785,0.41082,0.7625,0.42555
SIS $D$ desc,183,0.78,0.41425,0.76,0.42708
SIS $D$ desc,184,0.7775,0.41593,0.7525,0.43156
SIS $D$ desc,185,0.7675,0.42243,0.7525,0.43156
SIS $D$ desc,186,0.78,0.41425,0.755,0.43009
SIS $D$ desc,187,0.7725,0.41922,0.76,0.42708
SIS $D$ desc,188,0.78,0.41425,0.76,0.42708
SIS $D$ desc,189,0.7725,0.41922,0.765,0.424
SIS $D$ desc,190,0.78,0.41425,0.7725,0.41922
SIS $D$ desc,191,0.79,0.40731,0.77,0.42083
SIS $D$ desc,192,0.79,0.40731,0.7625,0.42555
SIS $D$ desc,193,0.79,0.40731,0.775,0.41758
SIS $D$ desc,194,0.7875,0.40908,0.775,0.41758
SIS $D$ desc,195,0.7925,0.40552,0.7775,0.41593
SIS $D$ desc,196,0.7875,0.40908,0.7825,0.41255
SIS $D$ desc,197,0.795,0.4037,0.7725,0.41922
SIS $D$ desc,198,0.795,0.4037,0.7725,0.41922
SIS $D$ desc,199,0.79,0.40731,0.7675,0.42243
SIS $D$ desc,200,0.795,0.4037,0.7625,0.42555
GR $D$ desc,2,0.0675,0.25089,0.0925,0.28973
GR $D$ desc,3,0.0475,0.21271,0.055,0.22798
GR $D$ desc,4,0.07,0.25515,0.0725,0.25931
GR $D$ desc,5,0.075,0.26339,0.0675,0.25089
GR $D$ desc,6,0.09,0.28618,0.0775,0.26738
GR $D$ desc,7,0.0875,0.28257,0.085,0.27888
GR $D$ desc,8,0.1025,0.3033,0.0975,0.29664
GR $D$ desc,9,0.105,0.30655,0.09,0.28618
GR $D$ desc,10,0.1075,0.30975,0.0875,0.28257
GR $D$ desc,11,0.095,0.29321,0.0925,0.28973
GR $D$ desc,12,0.0975,0.29664,0.095,0.29321
GR $D$ desc,13,0.1125,0.31598,0.105,0.30655
GR $D$ desc,14,0.105,0.30655,0.0975,0.29664
GR $D$ desc,15,0.095,0.29321,0.085,0.27888
GR $D$ desc,16,0.11,0.31289,0.0975,0.29664
GR $D$ desc,17,0.1175,0.32202,0.09,0.28618
GR $D$ desc,18,0.115,0.31902,0.0975,0.29664
GR $D$ desc,19,0.1175,0.32202,0.105,0.30655
GR $D$ desc,20,0.12,0.32496,0.1025,0.3033
GR $D$ desc,21,0.14,0.34699,0.115,0.31902
GR $D$ desc,22,0.14,0.34699,0.1125,0.31598
GR $D$ desc,23,0.1375,0.34437,0.115,0.31902
GR $D$ desc,24,0.155,0.3619,0.1375,0.34437
GR $D$ desc,25,0.1525,0.3595,0.13,0.3363
GR $D$ desc,26,0.15,0.35707,0.1225,0.32786
GR $D$ desc,27,0.1375,0.34437,0.1225,0.32786
GR $D$ desc,28,0.145,0.3521,0.1225,0.32786
GR $D$ desc,29,0.145,0.3521,0.1325,0.33903
GR $D$ desc,30,0.15,0.35707,0.13,0.3363
GR $D$ desc,31,0.1475,0.3546,0.1325,0.33903
GR $D$ desc,32,0.1475,0.3546,0.1325,0.33903
GR $D$ desc,33,0.1375,0.34437,0.13,0.3363
GR $D$ desc,34,0.1425,0.34956,0.13,0.3363
GR $D$ desc,35,0.135,0.34172,0.1275,0.33353
GR $D$ desc,36,0.1425,0.34956,0.13,0.3363
GR $D$ desc,37,0.1425,0.34956,0.1375,0.34437
GR $D$ desc,38,0.1425,0.34956,0.13,0.3363
GR $D$ desc,39,0.14,0.34699,0.13,0.3363
GR $D$ desc,40,0.14,0.34699,0.135,0.34172
GR $D$ desc,41,0.1475,0.3546,0.14,0.34699
GR $D$ desc,42,0.1475,0.3546,0.1475,0.3546
GR $D$ desc,43,0.1525,0.3595,0.1475,0.3546
GR $D$ desc,44,0.15,0.35707,0.1425,0.34956
GR $D$ desc,45,0.1475,0.3546,0.1475,0.3546
GR $D$ desc,46,0.1425,0.34956,0.145,0.3521
GR $D$ desc,47,0.15,0.35707,0.1425,0.34956
GR $D$ desc,48,0.1475,0.3546,0.15,0.35707
GR $D$ desc,49,0.145,0.3521,0.145,0.3521
GR $D$ desc,50,0.1525,0.3595,0.1475,0.3546
GR $D$ desc,51,0.1525,0.3595,0.155,0.3619
GR $D$ desc,52,0.155,0.3619,0.1475,0.3546
GR $D$ desc,53,0.16,0.36661,0.15,0.35707
GR $D$ desc,54,0.1575,0.36427,0.1475,0.3546
GR $D$ desc,55,0.1575,0.36427,0.1475,0.3546
GR $D$ desc,56,0.165,0.37118,0.145,0.3521
GR $D$ desc,57,0.1675,0.37342,0.1425,0.34956
GR $D$ desc,58,0.1675,0.37342,0.145,0.3521
GR $D$ desc,59,0.1625,0.36891,0.145,0.3521
GR $D$ desc,60,0.165,0.37118,0.1525,0.3595
GR $D$ desc,61,0.1525,0.3595,0.1425,0.34956
GR $D$ desc,62,0.155,0.3619,0.14,0.34699
GR $D$ desc,63,0.16,0.36661,0.145,0.3521
GR $D$ desc,64,0.165,0.37118,0.15,0.35707
GR $D$ desc,65,0.17,0.37563,0.155,0.3619
GR $D$ desc,66,0.1675,0.37342,0.1525,0.3595
GR $D$ desc,67,0.17,0.37563,0.15,0.35707
GR $D$ desc,68,0.1675,0.37342,0.1475,0.3546
GR $D$ desc,69,0.1725,0.37781,0.16,0.36661
GR $D$ desc,70,0.17,0.37563,0.1575,0.36427
GR $D$ desc,71,0.17,0.37563,0.1575,0.36427
GR $D$ desc,72,0.17,0.37563,0.1575,0.36427
GR $D$ desc,73,0.1625,0.36891,0.15,0.35707
GR $D$ desc,74,0.1625,0.36891,0.155,0.3619
GR $D$ desc,75,0.17,0.37563,0.16,0.36661
GR $D$ desc,76,0.1625,0.36891,0.1575,0.36427
GR $D$ desc,77,0.16,0.36661,0.15,0.35707
GR $D$ desc,78,0.16,0.36661,0.1525,0.3595
GR $D$ desc,79,0.1575,0.36427,0.155,0.3619
GR $D$ desc,80,0.155,0.3619,0.1525,0.3595
GR $D$ desc,81,0.16,0.36661,0.16,0.36661
GR $D$ desc,82,0.1625,0.36891,0.155,0.3619
GR $D$ desc,83,0.1575,0.36427,0.1525,0.3595
GR $D$ desc,84,0.155,0.3619,0.1525,0.3595
GR $D$ desc,85,0.165,0.37118,0.1575,0.36427
GR $D$ desc,86,0.165,0.37118,0.1525,0.3595
GR $D$ desc,87,0.165,0.37118,0.155,0.3619
GR $D$ desc,88,0.165,0.37118,0.16,0.36661
GR $D$ desc,89,0.1675,0.37342,0.16,0.36661
GR $D$ desc,90,0.1675,0.37342,0.1575,0.36427
GR $D$ desc,91,0.1725,0.37781,0.1575,0.36427
GR $D$ desc,92,0.1725,0.37781,0.165,0.37118
GR $D$ desc,93,0.17,0.37563,0.16,0.36661
GR $D$ desc,94,0.1725,0.37781,0.1575,0.36427
GR $D$ desc,95,0.1675,0.37342,0.165,0.37118
GR $D$ desc,96,0.165,0.37118,0.165,0.37118
GR $D$ desc,97,0.1625,0.36891,0.1625,0.36891
GR $D$ desc,98,0.1725,0.37781,0.1625,0.36891
GR $D$ desc,99,0.1775,0.38209,0.1675,0.37342
GR $D$ desc,100,0.175,0.37997,0.1625,0.36891
GR $D$ desc,101,0.1725,0.37781,0.165,0.37118
GR $D$ desc,102,0.175,0.37997,0.1725,0.37781
GR $D$ desc,103,0.1725,0.37781,0.17,0.37563
GR $D$ desc,104,0.1675,0.37342,0.17,0.37563
GR $D$ desc,105,0.1675,0.37342,0.1725,0.37781
GR $D$ desc,106,0.1675,0.37342,0.1675,0.37342
GR $D$ desc,107,0.17,0.37563,0.1725,0.37781
GR $D$ desc,108,0.1725,0.37781,0.175,0.37997
GR $D$ desc,109,0.175,0.37997,0.1725,0.37781
GR $D$ desc,110,0.1725,0.37781,0.175,0.37997
GR $D$ desc,111,0.17,0.37563,0.175,0.37997
GR $D$ desc,112,0.17,0.37563,0.17,0.37563
GR $D$ desc,113,0.1725,0.37781,0.1725,0.37781
GR $D$ desc,114,0.1725,0.37781,0.175,0.37997
GR $D$ desc,115,0.175,0.37997,0.1775,0.38209
GR $D$ desc,116,0.175,0.37997,0.1775,0.38209
GR $D$ desc,117,0.1775,0.38209,0.175,0.37997
GR $D$ desc,118,0.1775,0.38209,0.175,0.37997
GR $D$ desc,119,0.18,0.38419,0.18,0.38419
GR $D$ desc,120,0.18,0.38419,0.18,0.38419
GR $D$ desc,121,0.18,0.38419,0.18,0.38419
GR $D$ desc,122,0.1775,0.38209,0.18,0.38419
GR $D$ desc,123,0.175,0.37997,0.18,0.38419
GR $D$ desc,124,0.1825,0.38626,0.1825,0.38626
GR $D$ desc,125,0.175,0.37997,0.175,0.37997
GR $D$ desc,126,0.165,0.37118,0.1725,0.37781
GR $D$ desc,127,0.1775,0.38209,0.1775,0.38209
GR $D$ desc,128,0.1775,0.38209,0.1775,0.38209
GR $D$ desc,129,0.18,0.38419,0.1775,0.38209
GR $D$ desc,130,0.1775,0.38209,0.1775,0.38209
GR $D$ desc,131,0.175,0.37997,0.1775,0.38209
GR $D$ desc,132,0.1725,0.37781,0.1725,0.37781
GR $D$ desc,133,0.1775,0.38209,0.1775,0.38209
GR $D$ desc,134,0.175,0.37997,0.1775,0.38209
GR $D$ desc,135,0.18,0.38419,0.1825,0.38626
GR $D$ desc,136,0.1875,0.39031,0.1825,0.38626
GR $D$ desc,137,0.1775,0.38209,0.18,0.38419
GR $D$ desc,138,0.1725,0.37781,0.18,0.38419
GR $D$ desc,139,0.18,0.38419,0.18,0.38419
GR $D$ desc,140,0.1825,0.38626,0.18,0.38419
GR $D$ desc,141,0.185,0.3883,0.18,0.38419
GR $D$ desc,142,0.1875,0.39031,0.185,0.3883
GR $D$ desc,143,0.185,0.3883,0.185,0.3883
GR $D$ desc,144,0.185,0.3883,0.185,0.3883
GR $D$ desc,145,0.1825,0.38626,0.1825,0.38626
GR $D$ desc,146,0.1825,0.38626,0.185,0.3883
GR $D$ desc,147,0.1875,0.39031,0.18,0.38419
GR $D$ desc,148,0.185,0.3883,0.18,0.38419
GR $D$ desc,149,0.185,0.3883,0.1825,0.38626
GR $D$ desc,150,0.1825,0.38626,0.185,0.3883
GR $D$ desc,151,0.1825,0.38626,0.1825,0.38626
GR $D$ desc,152,0.1875,0.39031,0.1825,0.38626
GR $D$ desc,153,0.1825,0.38626,0.18,0.38419
GR $D$ desc,154,0.18,0.38419,0.1775,0.38209
GR $D$ desc,155,0.18,0.38419,0.1825,0.38626
GR $D$ desc,156,0.18,0.38419,0.1775,0.38209
GR $D$ desc,157,0.18,0.38419,0.1825,0.38626
GR $D$ desc,158,0.175,0.37997,0.1775,0.38209
GR $D$ desc,159,0.18,0.38419,0.185,0.3883
GR $D$ desc,160,0.1825,0.38626,0.1775,0.38209
GR $D$ desc,161,0.1825,0.38626,0.18,0.38419
GR $D$ desc,162,0.185,0.3883,0.18,0.38419
GR $D$ desc,163,0.1875,0.39031,0.1825,0.38626
GR $D$ desc,164,0.185,0.3883,0.1775,0.38209
GR $D$ desc,165,0.18,0.38419,0.1775,0.38209
GR $D$ desc,166,0.18,0.38419,0.18,0.38419
GR $D$ desc,167,0.18,0.38419,0.1775,0.38209
GR $D$ desc,168,0.1825,0.38626,0.18,0.38419
GR $D$ desc,169,0.18,0.38419,0.1775,0.38209
GR $D$ desc,170,0.18,0.38419,0.18,0.38419
GR $D$ desc,171,0.1825,0.38626,0.185,0.3883
GR $D$ desc,172,0.185,0.3883,0.1825,0.38626
GR $D$ desc,173,0.1875,0.39031,0.1825,0.38626
GR $D$ desc,174,0.185,0.3883,0.1875,0.39031
GR $D$ desc,175,0.185,0.3883,0.1825,0.38626
GR $D$ desc,176,0.185,0.3883,0.18,0.38419
GR $D$ desc,177,0.185,0.3883,0.185,0.3883
GR $D$ desc,178,0.185,0.3883,0.1875,0.39031
GR $D$ desc,179,0.19,0.3923,0.1925,0.39426
GR $D$ desc,180,0.19,0.3923,0.195,0.3962
GR $D$ desc,181,0.185,0.3883,0.2,0.4
GR $D$ desc,182,0.1825,0.38626,0.1975,0.39811
GR $D$ desc,183,0.185,0.3883,0.2,0.4
GR $D$ desc,184,0.1825,0.38626,0.1975,0.39811
GR $D$ desc,185,0.1825,0.38626,0.2,0.4
GR $D$ desc,186,0.185,0.3883,0.2075,0.40552
GR $D$ desc,187,0.185,0.3883,0.2025,0.40186
GR $D$ desc,188,0.1875,0.39031,0.205,0.4037
GR $D$ desc,189,0.1875,0.39031,0.205,0.4037
GR $D$ desc,190,0.19,0.3923,0.2,0.4
GR $D$ desc,191,0.1825,0.38626,0.2,0.4
GR $D$ desc,192,0.185,0.3883,0.1975,0.39811
GR $D$ desc,193,0.19,0.3923,0.1975,0.39811
GR $D$ desc,194,0.1925,0.39426,0.2,0.4
GR $D$ desc,195,0.1875,0.39031,0.2025,0.40186
GR $D$ desc,196,0.195,0.3962,0.2025,0.40186
GR $D$ desc,197,0.195,0.3962,0.205,0.4037
GR $D$ desc,198,0.1925,0.39426,0.2025,0.40186
GR $D$ desc,199,0.19,0.3923,0.2025,0.40186
GR $D$ desc,200,0.19,0.3923,0.2025,0.40186
GR $u$ desc,2,0.0125,0.1111,0.0325,0.17732
GR $u$ desc,3,0.0125,0.1111,0.0425,0.20173
GR $u$ desc,4,0.0125,0.1111,0.0325,0.17732
GR $u$ desc,5,0.02,0.14,0.03,0.17059
GR $u$ desc,6,0.0125,0.1111,0.03,0.17059
GR $u$ desc,7,0.0125,0.1111,0.035,0.18378
GR $u$ desc,8,0.015,0.12155,0.025,0.15612
GR $u$ desc,9,0.0125,0.1111,0.03,0.17059
GR $u$ desc,10,0.0175,0.13112,0.025,0.15612
GR $u$ desc,11,0.02,0.14,0.025,0.15612
GR $u$ desc,12,0.025,0.15612,0.035,0.18378
GR $u$ desc,13,0.0275,0.16354,0.035,0.18378
GR $u$ desc,14,0.0275,0.16354,0.035,0.18378
GR $u$ desc,15,0.035,0.18378,0.04,0.19596
GR $u$ desc,16,0.04,0.19596,0.0425,0.20173
GR $u$ desc,17,0.035,0.18378,0.04,0.19596
GR $u$ desc,18,0.04,0.19596,0.0325,0.17732
GR $u$ desc,19,0.0375,0.18998,0.0475,0.21271
GR $u$ desc,20,0.0375,0.18998,0.045,0.2073
GR $u$ desc,21,0.04,0.19596,0.0475,0.21271
GR $u$ desc,22,0.035,0.18378,0.04,0.19596
GR $u$ desc,23,0.035,0.18378,0.035,0.18378
GR $u$ desc,24,0.035,0.18378,0.04,0.19596
GR $u$ desc,25,0.0325,0.17732,0.045,0.2073
GR $u$ desc,26,0.03,0.17059,0.04,0.19596
GR $u$ desc,27,0.035,0.18378,0.0425,0.20173
GR $u$ desc,28,0.0375,0.18998,0.045,0.2073
GR $u$ desc,29,0.0375,0.18998,0.05,0.21794
GR $u$ desc,30,0.04,0.19596,0.04,0.19596
GR $u$ desc,31,0.04,0.19596,0.045,0.2073
GR $u$ desc,32,0.0425,0.20173,0.045,0.2073
GR $u$ desc,33,0.04,0.19596,0.05,0.21794
GR $u$ desc,34,0.0425,0.20173,0.0425,0.20173
GR $u$ desc,35,0.035,0.18378,0.0425,0.20173
GR $u$ desc,36,0.04,0.19596,0.045,0.2073
GR $u$ desc,37,0.0375,0.18998,0.045,0.2073
GR $u$ desc,38,0.04,0.19596,0.0425,0.20173
GR $u$ desc,39,0.0375,0.18998,0.0425,0.20173
GR $u$ desc,40,0.0375,0.18998,0.04,0.19596
GR $u$ desc,41,0.0425,0.20173,0.04,0.19596
GR $u$ desc,42,0.0425,0.20173,0.04,0.19596
GR $u$ desc,43,0.045,0.2073,0.04,0.19596
GR $u$ desc,44,0.0375,0.18998,0.0475,0.21271
GR $u$ desc,45,0.0425,0.20173,0.05,0.21794
GR $u$ desc,46,0.0375,0.18998,0.0425,0.20173
