cond,Lprime,mean,std
DW $u$ desc,69,0.59195,0.13769
DW $u$ desc,70,0.59372,0.13788
DW $u$ desc,71,0.59569,0.13812
DW $u$ desc,72,0.598,0.13797
DW $u$ desc,73,0.59944,0.13747
DW $u$ desc,74,0.60175,0.13718
DW $u$ desc,75,0.60366,0.13729
DW $u$ desc,76,0.60589,0.13728
DW $u$ desc,77,0.60792,0.13697
DW $u$ desc,78,0.60976,0.13679
DW $u$ desc,79,0.61119,0.13727
DW $u$ desc,80,0.61362,0.13626
DW $u$ desc,81,0.61495,0.13608
DW $u$ desc,82,0.61621,0.13708
DW $u$ desc,83,0.61742,0.13756
DW $u$ desc,84,0.61922,0.13733
DW $u$ desc,85,0.62111,0.13701
DW $u$ desc,86,0.6228,0.13665
DW $u$ desc,87,0.62415,0.13717
DW $u$ desc,88,0.62572,0.13696
DW $u$ desc,89,0.62722,0.13678
DW $u$ desc,90,0.62803,0.13636
DW $u$ desc,91,0.6289,0.13656
DW $u$ desc,92,0.63068,0.13638
DW $u$ desc,93,0.63178,0.13686
DW $u$ desc,94,0.63336,0.13658
DW $u$ desc,95,0.63436,0.13697
DW $u$ desc,96,0.63604,0.1365
DW $u$ desc,97,0.63739,0.13643
DW $u$ desc,98,0.63855,0.13618
DW $u$ desc,99,0.64008,0.1369
DW $u$ desc,100,0.64067,0.13762
DW $u$ desc,101,0.64193,0.13715
DW $u$ desc,102,0.64278,0.13708
DW $u$ desc,103,0.64456,0.1368
DW $u$ desc,104,0.64593,0.13674
DW $u$ desc,105,0.64664,0.13648
DW $u$ desc,106,0.64779,0.13619
DW $u$ desc,107,0.64909,0.13599
DW $u$ desc,108,0.6501,0.1359
DW $u$ desc,109,0.65139,0.13611
DW $u$ desc,110,0.65239,0.13652
DW $u$ desc,111,0.65396,0.13609
DW $u$ desc,112,0.65418,0.13657
DW $u$ desc,113,0.65559,0.13633
DW $u$ desc,114,0.65681,0.1359
DW $u$ desc,115,0.6584,0.13611
DW $u$ desc,116,0.65907,0.13584
DW $u$ desc,117,0.66039,0.13579
DW $u$ desc,118,0.66187,0.13572
DW $u$ desc,119,0.66294,0.13556
DW $u$ desc,120,0.66365,0.13592
DW $u$ desc,121,0.66413,0.13608
DW $u$ desc,122,0.66545,0.13522
DW $u$ desc,123,0.66674,0.1352
DW $u$ desc,124,0.66741,0.13549
DW $u$ desc,125,0.66834,0.13569
DW $u$ desc,126,0.66906,0.13506
DW $u$ desc,127,0.66963,0.1358
DW $u$ desc,128,0.67051,0.13587
DW $u$ desc,129,0.67205,0.13504
DW $u$ desc,130,0.67307,0.13447
DW $u$ desc,131,0.67445,0.13405
DW $u$ desc,132,0.67522,0.13434
DW $u$ desc,133,0.67586,0.13427
DW $u$ desc,134,0.67709,0.13413
DW $u$ desc,135,0.6777,0.13405
DW $u$ desc,136,0.67838,0.13414
DW $u$ desc,137,0.67902,0.13431
DW $u$ desc,138,0.68031,0.1338
DW $u$ desc,139,0.68128,0.13353
DW $u$ desc,140,0.68165,0.13307
DW $u$ desc,141,0.68263,0.13314
DW $u$ desc,142,0.68357,0.13282
DW $u$ desc,143,0.68436,0.13348
DW $u$ desc,144,0.68498,0.13361
DW $u$ desc,145,0.68565,0.13358
DW $u$ desc,146,0.68635,0.13317
DW $u$ desc,147,0.68733,0.13332
DW $u$ desc,148,0.68786,0.13294
DW $u$ desc,149,0.68894,0.13324
DW $u$ desc,150,0.68972,0.13286
DW $u$ desc,151,0.69025,0.13378
DW $u$ desc,152,0.69168,0.13376
DW $u$ desc,153,0.69288,0.13336
DW $u$ desc,154,0.69355,0.13335
DW $u$ desc,155,0.69401,0.13356
DW $u$ desc,156,0.69461,0.13343
DW $u$ desc,157,0.69541,0.13351
DW $u$ desc,158,0.69621,0.13322
DW $u$ desc,159,0.69722,0.13262
DW $u$ desc,160,0.69789,0.13252
DW $u$ desc,161,0.69834,0.13248
DW $u$ desc,162,0.6989,0.13266
DW $u$ desc,163,0.69963,0.13249
DW $u$ desc,164,0.70044,0.13175
DW $u$ desc,165,0.70086,0.1319
DW $u$ desc,166,0.70188,0.13156
DW $u$ desc,167,0.70252,0.13126
DW $u$ desc,168,0.70314,0.13108
DW $u$ desc,169,0.70395,0.13142
DW $u$ desc,170,0.70497,0.13131
DW $u$ desc,171,0.70543,0.13151
DW $u$ desc,172,0.70567,0.1313
DW $u$ desc,173,0.70624,0.13114
DW $u$ desc,174,0.70697,0.13126
DW $u$ desc,175,0.70778,0.13088
DW $u$ desc,176,0.70804,0.13091
DW $u$ desc,177,0.70875,0.13106
DW $u$ desc,178,0.70961,0.13065
DW $u$ desc,179,0.71014,0.13163
DW $u$ desc,180,0.71055,0.13175
DW $u$ desc,181,0.71118,0.13168
DW $u$ desc,182,0.71192,0.13133
DW $u$ desc,183,0.71279,0.13122
DW $u$ desc,184,0.71315,0.13145
DW $u$ desc,185,0.71362,0.13166
DW $u$ desc,186,0.71441,0.13167
DW $u$ desc,187,0.7153,0.13137
DW $u$ desc,188,0.71608,0.13097
DW $u$ desc,189,0.71688,0.1304
DW $u$ desc,190,0.7171,0.13036
DW $u$ desc,191,0.71743,0.13036
DW $u$ desc,192,0.71833,0.1302
DW $u$ desc,193,0.71889,0.13013
DW $u$ desc,194,0.71935,0.13056
DW $u$ desc,195,0.71977,0.13077
DW $u$ desc,196,0.72019,0.13016
DW $u$ desc,197,0.72098,0.12967
DW $u$ desc,198,0.72153,0.12936
DW $u$ desc,199,0.72204,0.12934
DW $u$ desc,200,0.72272,0.12891
MUT $D$ desc,2,0.03022,0.085
MUT $D$ desc,3,0.05479,0.08658
MUT $D$ desc,4,0.0769,0.09217
MUT $D$ desc,5,0.09173,0.0947
MUT $D$ desc,6,0.10865,0.09889
MUT $D$ desc,7,0.12496,0.10461
MUT $D$ desc,8,0.13798,0.10802
MUT $D$ desc,9,0.15221,0.11049
MUT $D$ desc,10,0.16445,0.11396
MUT $D$ desc,11,0.1759,0.11865
MUT $D$ desc,12,0.1886,0.12113
MUT $D$ desc,13,0.19872,0.12276
MUT $D$ desc,14,0.20713,0.12534
MUT $D$ desc,15,0.21764,0.12897
MUT $D$ desc,16,0.2249,0.13041
MUT $D$ desc,17,0.23238,0.13339
MUT $D$ desc,18,0.23915,0.13485
MUT $D$ desc,19,0.24715,0.13667
MUT $D$ desc,20,0.25253,0.13767
MUT $D$ desc,21,0.26056,0.13752
MUT $D$ desc,22,0.26779,0.13824
MUT $D$ desc,23,0.27402,0.13854
MUT $D$ desc,24,0.27826,0.1414
MUT $D$ desc,25,0.28351,0.14254
MUT $D$ desc,26,0.28968,0.14378
MUT $D$ desc,27,0.294,0.14512
MUT $D$ desc,28,0.29828,0.14751
MUT $D$ desc,29,0.30301,0.1493
MUT $D$ desc,30,0.30816,0.15076
MUT $D$ desc,31,0.31411,0.15165
MUT $D$ desc,32,0.31919,0.152
MUT $D$ desc,33,0.32404,0.15224
MUT $D$ desc,34,0.32885,0.15247
MUT $D$ desc,35,0.33306,0.15344
MUT $D$ desc,36,0.33589,0.15591
MUT $D$ desc,37,0.33955,0.15638
MUT $D$ desc,38,0.34302,0.1575
MUT $D$ desc,39,0.34745,0.15658
MUT $D$ desc,40,0.35209,0.15655
MUT $D$ desc,41,0.35623,0.15634
MUT $D$ desc,42,0.3605,0.15689
MUT $D$ desc,43,0.36461,0.15745
MUT $D$ desc,44,0.36766,0.1577
MUT $D$ desc,45,0.37094,0.1579
MUT $D$ desc,46,0.37485,0.15872
MUT $D$ desc,47,0.37842,0.15973
MUT $D$ desc,48,0.38203,0.16056
MUT $D$ desc,49,0.38581,0.16024
MUT $D$ desc,50,0.3886,0.16077
MUT $D$ desc,51,0.39257,0.16057
MUT $D$ desc,52,0.39522,0.16063
MUT $D$ desc,53,0.39807,0.16123
MUT $D$ desc,54,0.40038,0.16096
MUT $D$ desc,55,0.4028,0.16206
MUT $D$ desc,56,0.40564,0.16275
MUT $D$ desc,57,0.40892,0.16213
MUT $D$ desc,58,0.41094,0.16385
MUT $D$ desc,59,0.4137,0.16331
MUT $D$ desc,60,0.41627,0.16343
MUT $D$ desc,61,0.41881,0.16411
MUT $D$ desc,62,0.42153,0.1645
MUT $D$ desc,63,0.4242,0.16521
MUT $D$ desc,64,0.42556,0.16608
MUT $D$ desc,65,0.42838,0.16585
MUT $D$ desc,66,0.43125,0.16633
MUT $D$ desc,67,0.43417,0.16662
MUT $D$ desc,68,0.43649,0.16715
MUT $D$ desc,69,0.43796,0.1676
MUT $D$ desc,70,0.44026,0.16756
MUT $D$ desc,71,0.44303,0.16774
MUT $D$ desc,72,0.44495,0.16788
MUT $D$ desc,73,0.44772,0.16771
MUT $D$ desc,74,0.45013,0.16769
MUT $D$ desc,75,0.45197,0.16794
MUT $D$ desc,76,0.4536,0.16785
MUT $D$ desc,77,0.45544,0.16824
MUT $D$ desc,78,0.45738,0.1684
MUT $D$ desc,79,0.45931,0.16899
MUT $D$ desc,80,0.46094,0.16924
MUT $D$ desc,81,0.46315,0.16905
MUT $D$ desc,82,0.46531,0.16943
MUT $D$ desc,83,0.46712,0.16964
MUT $D$ desc,84,0.46886,0.17029
MUT $D$ desc,85,0.47047,0.16989
MUT $D$ desc,86,0.47246,0.16936
MUT $D$ desc,87,0.47446,0.16918
MUT $D$ desc,88,0.47697,0.16934
MUT $D$ desc,89,0.4786,0.16884
MUT $D$ desc,90,0.48115,0.16864
MUT $D$ desc,91,0.48202,0.169
MUT $D$ desc,92,0.48378,0.16934
MUT $D$ desc,93,0.4856,0.16955
MUT $D$ desc,94,0.48736,0.1699
MUT $D$ desc,95,0.48908,0.16947
MUT $D$ desc,96,0.49081,0.17005
MUT $D$ desc,97,0.49285,0.1695
MUT $D$ desc,98,0.4947,0.16906
MUT $D$ desc,99,0.49639,0.16921
MUT $D$ desc,100,0.49796,0.16934
MUT $D$ desc,101,0.49911,0.16961
MUT $D$ desc,102,0.50015,0.16951
MUT $D$ desc,103,0.50186,0.16928
MUT $D$ desc,104,0.5041,0.16934
MUT $D$ desc,105,0.50455,0.16944
MUT $D$ desc,106,0.50606,0.16885
MUT $D$ desc,107,0.50768,0.16877
MUT $D$ desc,108,0.50934,0.16857
MUT $D$ desc,109,0.51072,0.16868
MUT $D$ desc,110,0.51208,0.16856
MUT $D$ desc,111,0.51407,0.16839
MUT $D$ desc,112,0.51541,0.16803
MUT $D$ desc,113,0.51689,0.16825
MUT $D$ desc,114,0.51804,0.16824
MUT $D$ desc,115,0.51969,0.1678
MUT $D$ desc,116,0.52132,0.16726
MUT $D$ desc,117,0.52239,0.16779
MUT $D$ desc,118,0.52394,0.16696
MUT $D$ desc,119,0.52541,0.16721
MUT $D$ desc,120,0.52612,0.16742
MUT $D$ desc,121,0.52733,0.16733
MUT $D$ desc,122,0.52837,0.1679
MUT $D$ desc,123,0.52995,0.16788
MUT $D$ desc,124,0.53121,0.16825
MUT $D$ desc,125,0.53225,0.16853
MUT $D$ desc,126,0.53313,0.16901
MUT $D$ desc,127,0.53465,0.16881
MUT $D$ desc,128,0.53611,0.16882
MUT $D$ desc,129,0.5372,0.169
MUT $D$ desc,130,0.53874,0.1682
MUT $D$ desc,131,0.53965,0.16895
MUT $D$ desc,132,0.54034,0.16938
MUT $D$ desc,133,0.54156,0.16921
MUT $D$ desc,134,0.54266,0.1695
MUT $D$ desc,135,0.54378,0.16956
MUT $D$ desc,136,0.54502,0.16926
MUT $D$ desc,137,0.54668,0.16963
MUT $D$ desc,138,0.5482,0.16887
MUT $D$ desc,139,0.54951,0.16881
MUT $D$ desc,140,0.55059,0.16937
MUT $D$ desc,141,0.55143,0.1694
MUT $D$ desc,142,0.55282,0.16908
MUT $D$ desc,143,0.55394,0.16854
MUT $D$ desc,144,0.55533,0.16898
MUT $D$ desc,145,0.55581,0.16945
MUT $D$ desc,146,0.55704,0.16946
MUT $D$ desc,147,0.55779,0.16974
MUT $D$ desc,148,0.55825,0.17014
MUT $D$ desc,149,0.55892,0.16997
MUT $D$ desc,150,0.55987,0.16974
MUT $D$ desc,151,0.56063,0.16973
MUT $D$ desc,152,0.56149,0.17009
MUT $D$ desc,153,0.56249,0.17057
MUT $D$ desc,154,0.56307,0.17076
MUT $D$ desc,155,0.56359,0.17096
MUT $D$ desc,156,0.56436,0.17126
MUT $D$ desc,157,0.56591,0.17107
MUT $D$ desc,158,0.56642,0.17161
MUT $D$ desc,159,0.56728,0.17147
MUT $D$ desc,160,0.56811,0.17174
MUT $D$ desc,161,0.56871,0.17181
MUT $D$ desc,162,0.57011,0.1717
MUT $D$ desc,163,0.57069,0.17165
MUT $D$ desc,164,0.57153,0.17109
MUT $D$ desc,165,0.57221,0.17114
MUT $D$ desc,166,0.5734,0.17077
MUT $D$ desc,167,0.57437,0.17083
MUT $D$ desc,168,0.57523,0.17074
MUT $D$ desc,169,0.57609,0.17045
MUT $D$ desc,170,0.57655,0.17102
MUT $D$ desc,171,0.57739,0.17122
MUT $D$ desc,172,0.57809,0.1713
MUT $D$ desc,173,0.57886,0.17153
MUT $D$ desc,174,0.58029,0.17118
MUT $D$ desc,175,0.58125,0.17058
MUT $D$ desc,176,0.5818,0.17074
MUT $D$ desc,177,0.5828,0.17042
MUT $D$ desc,178,0.5836,0.17106
MUT $D$ desc,179,0.58435,0.17094
MUT $D$ desc,180,0.58504,0.17083
MUT $D$ desc,181,0.58598,0.17085
MUT $D$ desc,182,0.58667,0.17028
MUT $D$ desc,183,0.58748,0.17004
MUT $D$ desc,184,0.58817,0.17005
MUT $D$ desc,185,0.58867,0.17042
MUT $D$ desc,186,0.58996,0.1705
MUT $D$ desc,187,0.59112,0.17017
MUT $D$ desc,188,0.59153,0.17097
MUT $D$ desc,189,0.59265,0.17088
MUT $D$ desc,190,0.5936,0.17102
MUT $D$ desc,191,0.59446,0.17097
MUT $D$ desc,192,0.59464,0.17071
MUT $D$ desc,193,0.59541,0.17033
MUT $D$ desc,194,0.59609,0.17034
MUT $D$ desc,195,0.5974,0.17003
MUT $D$ desc,196,0.598,0.17004
MUT $D$ desc,197,0.59835,0.17033
MUT $D$ desc,198,0.59925,0.17016
MUT $D$ desc,199,0.60004,0.17009
MUT $D$ desc,200,0.60111,0.17009
MUT $u$ desc,2,0.01688,0.06991
MUT $u$ desc,3,0.0336,0.06909
MUT $u$ desc,4,0.04453,0.07039
MUT $u$ desc,5,0.06076,0.07049
MUT $u$ desc,6,0.07032,0.07137
MUT $u$ desc,7,0.08631,0.07019
MUT $u$ desc,8,0.0989,0.06967
MUT $u$ desc,9,0.11133,0.07035
MUT $u$ desc,10,0.12526,0.07066
MUT $u$ desc,11,0.13632,0.07159
MUT $u$ desc,12,0.14624,0.07273
MUT $u$ desc,13,0.15817,0.07206
MUT $u$ desc,14,0.16891,0.07231
MUT $u$ desc,15,0.17948,0.07215
MUT $u$ desc,16,0.18969,0.07175
MUT $u$ desc,17,0.1985,0.0723
MUT $u$ desc,18,0.20718,0.07215
MUT $u$ desc,19,0.21708,0.0735
MUT $u$ desc,20,0.22635,0.07402
MUT $u$ desc,21,0.23522,0.07437
MUT $u$ desc,22,0.24454,0.0739
MUT $u$ desc,23,0.25307,0.07344
MUT $u$ desc,24,0.26108,0.07198
MUT $u$ desc,25,0.26742,0.07164
MUT $u$ desc,26,0.27447,0.07144
MUT $u$ desc,27,0.28206,0.07165
MUT $u$ desc,28,0.28779,0.07135
MUT $u$ desc,29,0.29369,0.07116
MUT $u$ desc,30,0.29957,0.07219
MUT $u$ desc,31,0.30588,0.07232
MUT $u$ desc,32,0.31242,0.0718
MUT $u$ desc,33,0.31816,0.07235
MUT $u$ desc,34,0.32376,0.07246
MUT $u$ desc,35,0.32902,0.07288
MUT $u$ desc,36,0.33518,0.07294
MUT $u$ desc,37,0.34005,0.07321
MUT $u$ desc,38,0.34585,0.07324
MUT $u$ desc,39,0.35029,0.07267
MUT $u$ desc,40,0.35522,0.07344
MUT $u$ desc,41,0.3612,0.07339
MUT $u$ desc,42,0.36504,0.07366
MUT $u$ desc,43,0.36873,0.07341
MUT $u$ desc,44,0.37264,0.0737
MUT $u$ desc,45,0.37722,0.07413
MUT $u$ desc,46,0.38187,0.07404
MUT $u$ desc,47,0.38568,0.07365
MUT $u$ desc,48,0.38904,0.07396
MUT $u$ desc,49,0.39217,0.07482
MUT $u$ desc,50,0.39591,0.07572
MUT $u$ desc,51,0.39939,0.07591
MUT $u$ desc,52,0.40323,0.07602
MUT $u$ desc,53,0.40716,0.07614
MUT $u$ desc,54,0.41112,0.07643
MUT $u$ desc,55,0.41472,0.07622
MUT $u$ desc,56,0.41823,0.07614
MUT $u$ desc,57,0.42179,0.0763
MUT $u$ desc,58,0.42522,0.07623
MUT $u$ desc,59,0.42915,0.07614
MUT $u$ desc,60,0.43259,0.07568
MUT $u$ desc,61,0.43602,0.07547
MUT $u$ desc,62,0.43918,0.07591
MUT $u$ desc,63,0.44231,0.07589
MUT $u$ desc,64,0.44526,0.0754
MUT $u$ desc,65,0.44835,0.0757
MUT $u$ desc,66,0.45112,0.07654
MUT $u$ desc,67,0.45435,0.07725
MUT $u$ desc,68,0.45743,0.07739
MUT $u$ desc,69,0.46053,0.07809
MUT $u$ desc,70,0.4636,0.07854
MUT $u$ desc,71,0.46678,0.07849
MUT $u$ desc,72,0.46948,0.07896
MUT $u$ desc,73,0.47191,0.0792
MUT $u$ desc,74,0.47453,0.07919
MUT $u$ desc,75,0.47699,0.07926
MUT $u$ desc,76,0.47963,0.07985
MUT $u$ desc,77,0.4817,0.08033
MUT $u$ desc,78,0.48392,0.08088
MUT $u$ desc,79,0.48523,0.08115
MUT $u$ desc,80,0.48759,0.08097
MUT $u$ desc,81,0.49025,0.08099
MUT $u$ desc,82,0.4924,0.08114
MUT $u$ desc,83,0.49474,0.08145
MUT $u$ desc,84,0.49688,0.08185
MUT $u$ desc,85,0.49915,0.08143
MUT $u$ desc,86,0.50163,0.08169
MUT $u$ desc,87,0.50407,0.08128
MUT $u$ desc,88,0.50609,0.08102
MUT $u$ desc,89,0.50796,0.08059
MUT $u$ desc,90,0.51004,0.08069
MUT $u$ desc,91,0.51195,0.08081
MUT $u$ desc,92,0.51348,0.08093
MUT $u$ desc,93,0.51519,0.08105
MUT $u$ desc,94,0.51762,0.08066
MUT $u$ desc,95,0.51969,0.08036
MUT $u$ desc,96,0.52098,0.08075
MUT $u$ desc,97,0.52253,0.08068
MUT $u$ desc,98,0.52414,0.08018
MUT $u$ desc,99,0.5259,0.07966
MUT $u$ desc,100,0.52751,0.07994
MUT $u$ desc,101,0.52936,0.07998
MUT $u$ desc,102,0.53112,0.08009
MUT $u$ desc,103,0.53261,0.08047
MUT $u$ desc,104,0.53413,0.08013
MUT $u$ desc,105,0.53541,0.07981
MUT $u$ desc,106,0.53731,0.07956
MUT $u$ desc,107,0.53871,0.0794
MUT $u$ desc,108,0.54069,0.07894
MUT $u$ desc,109,0.54226,0.07834
MUT $u$ desc,110,0.54378,0.0783
MUT $u$ desc,111,0.54527,0.07815
MUT $u$ desc,112,0.54712,0.07741
MUT $u$ desc,113,0.54851,0.07772
MUT $u$ desc,114,0.55033,0.07764
MUT $u$ desc,115,0.55202,0.07743
MUT $u$ desc,116,0.55361,0.07753
MUT $u$ desc,117,0.55509,0.07738
MUT $u$ desc,118,0.55713,0.07748
MUT $u$ desc,119,0.55872,0.07759
MUT $u$ desc,120,0.56051,0.07746
MUT $u$ desc,121,0.56187,0.07777
MUT $u$ desc,122,0.56358,0.07744
MUT $u$ desc,123,0.56531,0.07709
MUT $u$ desc,124,0.56673,0.07718
MUT $u$ desc,125,0.56805,0.07741
MUT $u$ desc,126,0.56956,0.07737
MUT $u$ desc,127,0.57096,0.07691
MUT $u$ desc,128,0.57182,0.07678
MUT $u$ desc,129,0.57331,0.07661
MUT $u$ desc,130,0.57495,0.07649
MUT $u$ desc,131,0.57642,0.07667
MUT $u$ desc,132,0.57745,0.07709
MUT $u$ desc,133,0.57859,0.0773
MUT $u$ desc,134,0.57963,0.07743
MUT $u$ desc,135,0.58069,0.07747
MUT $u$ desc,136,0.58197,0.07763
MUT $u$ desc,137,0.58296,0.07764
MUT $u$ desc,138,0.58418,0.07761
MUT $u$ desc,139,0.58555,0.07803
MUT $u$ desc,140,0.58671,0.07811
MUT $u$ desc,141,0.58809,0.07839
MUT $u$ desc,142,0.58965,0.07847
MUT $u$ desc,143,0.59095,0.07835
MUT $u$ desc,144,0.59209,0.07837
MUT $u$ desc,145,0.5934,0.07828
MUT $u$ desc,146,0.59453,0.07755
MUT $u$ desc,147,0.59567,0.07704
MUT $u$ desc,148,0.59649,0.07698
MUT $u$ desc,149,0.59738,0.07695
MUT $u$ desc,150,0.59851,0.07709
MUT $u$ desc,151,0.59958,0.07702
MUT $u$ desc,152,0.60081,0.07706
MUT $u$ desc,153,0.60205,0.0773
MUT $u$ desc,154,0.6033,0.07739
MUT $u$ desc,155,0.60461,0.07731
MUT $u$ desc,156,0.60589,0.07737
MUT $u$ desc,157,0.6068,0.07704
MUT $u$ desc,158,0.60803,0.0772
MUT $u$ desc,159,0.60918,0.07694
MUT $u$ desc,160,0.60992,0.07684
MUT $u$ desc,161,0.61089,0.07693
MUT $u$ desc,162,0.61172,0.07663
MUT $u$ desc,163,0.61284,0.07651
MUT $u$ desc,164,0.61399,0.07644
MUT $u$ desc,165,0.61483,0.07612
MUT $u$ desc,166,0.61571,0.07615
MUT $u$ desc,167,0.61642,0.07617
MUT $u$ desc,168,0.61744,0.07596
MUT $u$ desc,169,0.61831,0.07631
MUT $u$ desc,170,0.61918,0.07612
MUT $u$ desc,171,0.61982,0.07612
MUT $u$ desc,172,0.62086,0.07589
MUT $u$ desc,173,0.62192,0.07565
MUT $u$ desc,174,0.62292,0.07554
MUT $u$ desc,175,0.62387,0.07549
MUT $u$ desc,176,0.62487,0.07555
MUT $u$ desc,177,0.62565,0.07576
MUT $u$ desc,178,0.62668,0.07536
MUT $u$ desc,179,0.62799,0.07533
MUT $u$ desc,180,0.62876,0.07542
MUT $u$ desc,181,0.62996,0.07509
MUT $u$ desc,182,0.63069,0.07538
MUT $u$ desc,183,0.63127,0.07526
MUT $u$ desc,184,0.63194,0.07513
MUT $u$ desc,185,0.63261,0.07491
MUT $u$ desc,186,0.63347,0.07479
MUT $u$ desc,187,0.63446,0.07478
MUT $u$ desc,188,0.63515,0.07492
MUT $u$ desc,189,0.63596,0.07506
MUT $u$ desc,190,0.6366,0.07503
MUT $u$ desc,191,0.63732,0.07511
MUT $u$ desc,192,0.63814,0.07485
MUT $u$ desc,193,0.639,0.07465
MUT $u$ desc,194,0.63996,0.07451
MUT $u$ desc,195,0.64075,0.07428
MUT $u$ desc,196,0.64126,0.07411
MUT $u$ desc,197,0.64225,0.07427
MUT $u$ desc,198,0.64299,0.07418
MUT $u$ desc,199,0.64369,0.07378
MUT $u$ desc,200,0.64469,0.07386
SIS $D$ asc,2,0.04128,0.09944
SIS $D$ asc,3,0.06144,0.10519
SIS $D$ asc,4,0.07767,0.10743
SIS $D$ asc,5,0.09385,0.10859
SIS $D$ asc,6,0.10871,0.11648
SIS $D$ asc,7,0.11412,0.12442
SIS $D$ asc,8,0.12241,0.13105
SIS $D$ asc,9,0.12975,0.1339
SIS $D$ asc,10,0.13738,0.1387
SIS $D$ asc,11,0.1429,0.14572
SIS $D$ asc,12,0.15068,0.14952
SIS $D$ asc,13,0.15934,0.15053
SIS $D$ asc,14,0.16501,0.15526
SIS $D$ asc,15,0.17002,0.15634
SIS $D$ asc,16,0.1752,0.15824
SIS $D$ asc,17,0.17956,0.16107
SIS $D$ asc,18,0.18494,0.16177
SIS $D$ asc,19,0.19007,0.1647
SIS $D$ asc,20,0.19506,0.16677
SIS $D$ asc,21,0.19879,0.16846
SIS $D$ asc,22,0.20403,0.17053
SIS $D$ asc,23,0.20804,0.17179
SIS $D$ asc,24,0.21141,0.17434
SIS $D$ asc,25,0.21548,0.17545
SIS $D$ asc,26,0.21981,0.17907
SIS $D$ asc,27,0.22378,0.18141
SIS $D$ asc,28,0.22539,0.18294
SIS $D$ asc,29,0.22843,0.18502
SIS $D$ asc,30,0.23095,0.18827
SIS $D$ asc,31,0.23366,0.18945
SIS $D$ asc,32,0.23523,0.19312
SIS $D$ asc,33,0.2388,0.19342
SIS $D$ asc,34,0.24098,0.19352
SIS $D$ asc,35,0.2448,0.19553
SIS $D$ asc,36,0.24736,0.19623
SIS $D$ asc,37,0.24986,0.19716
SIS $D$ asc,38,0.2545,0.19742
SIS $D$ asc,39,0.25786,0.19885
SIS $D$ asc,40,0.25999,0.19886
SIS $D$ asc,41,0.26178,0.2011
SIS $D$ asc,42,0.26472,0.20174
SIS $D$ asc,43,0.26935,0.20079
SIS $D$ asc,44,0.27107,0.20243
SIS $D$ asc,45,0.27254,0.20343
SIS $D$ asc,46,0.27335,0.20526
SIS $D$ asc,47,0.27596,0.20615
SIS $D$ asc,48,0.27764,0.20804
SIS $D$ asc,49,0.27995,0.20975
SIS $D$ asc,50,0.28139,0.21057
SIS $D$ asc,51,0.28347,0.21212
SIS $D$ asc,52,0.28569,0.21303
SIS $D$ asc,53,0.2875,0.21384
SIS $D$ asc,54,0.28803,0.21481
SIS $D$ asc,55,0.29093,0.21524
SIS $D$ asc,56,0.29333,0.21565
SIS $D$ asc,57,0.29472,0.21642
SIS $D$ asc,58,0.29537,0.21708
SIS $D$ asc,59,0.29822,0.21762
SIS $D$ asc,60,0.29918,0.21841
SIS $D$ asc,61,0.29985,0.21968
SIS $D$ asc,62,0.30214,0.21987
SIS $D$ asc,63,0.30466,0.21964
SIS $D$ asc,64,0.30651,0.22061
SIS $D$ asc,65,0.30872,0.22119
SIS $D$ asc,66,0.3105,0.22136
SIS $D$ asc,67,0.31255,0.22161
SIS $D$ asc,68,0.31488,0.22107
SIS $D$ asc,69,0.31576,0.22214
SIS $D$ asc,70,0.31758,0.2221
SIS $D$ asc,71,0.3181,0.22271
SIS $D$ asc,72,0.31941,0.22271
SIS $D$ asc,73,0.32149,0.22209
SIS $D$ asc,74,0.3221,0.22311
SIS $D$ asc,75,0.3234,0.22344
SIS $D$ asc,76,0.32412,0.2241
SIS $D$ asc,77,0.32517,0.22488
SIS $D$ asc,78,0.32569,0.22492
SIS $D$ asc,79,0.32682,0.225
SIS $D$ asc,80,0.32764,0.22513
SIS $D$ asc,81,0.32892,0.22557
SIS $D$ asc,82,0.331,0.22589
SIS $D$ asc,83,0.33231,0.22664
SIS $D$ asc,84,0.33324,0.22834
SIS $D$ asc,85,0.33477,0.22867
SIS $D$ asc,86,0.33579,0.22876
SIS $D$ asc,87,0.33707,0.23021
SIS $D$ asc,88,0.33796,0.23087
SIS $D$ asc,89,0.33887,0.23144
SIS $D$ asc,90,0.33929,0.23214
SIS $D$ asc,91,0.34079,0.23208
SIS $D$ asc,92,0.34187,0.23282
SIS $D$ asc,93,0.34274,0.2339
SIS $D$ asc,94,0.34437,0.23425
SIS $D$ asc,95,0.3458,0.23467
SIS $D$ asc,96,0.34711,0.23629
SIS $D$ asc,97,0.34868,0.23588
SIS $D$ asc,98,0.35019,0.23609
SIS $D$ asc,99,0.35105,0.23791
SIS $D$ asc,100,0.35141,0.23873
SIS $D$ asc,101,0.35292,0.23861
SIS $D$ asc,102,0.35406,0.23924
SIS $D$ asc,103,0.35518,0.23895
SIS $D$ asc,104,0.35563,0.2391
SIS $D$ asc,105,0.35675,0.24057
SIS $D$ asc,106,0.35808,0.24038
SIS $D$ asc,107,0.35905,0.24111
SIS $D$ asc,108,0.36001,0.24163
SIS $D$ asc,109,0.36159,0.24087
SIS $D$ asc,110,0.36235,0.24122
SIS $D$ asc,111,0.36389,0.24084
SIS $D$ asc,112,0.36518,0.2419
SIS $D$ asc,113,0.3659,0.24229
