cond,net,N,Lprime,tau_avg10
DW $u$ desc,barabasialbert,100,155,0.71759
DW $u$ desc,barabasialbert,100,156,0.71776
DW $u$ desc,barabasialbert,100,157,0.71849
DW $u$ desc,barabasialbert,100,158,0.7186
DW $u$ desc,barabasialbert,100,159,0.72011
DW $u$ desc,barabasialbert,100,160,0.72084
DW $u$ desc,barabasialbert,100,161,0.72073
DW $u$ desc,barabasialbert,100,162,0.72224
DW $u$ desc,barabasialbert,100,163,0.7223
DW $u$ desc,barabasialbert,100,164,0.72196
DW $u$ desc,barabasialbert,100,165,0.7228
DW $u$ desc,barabasialbert,100,166,0.72459
DW $u$ desc,barabasialbert,100,167,0.72711
DW $u$ desc,barabasialbert,100,168,0.72874
DW $u$ desc,barabasialbert,100,169,0.73109
DW $u$ desc,barabasialbert,100,170,0.73232
DW $u$ desc,barabasialbert,100,171,0.73305
DW $u$ desc,barabasialbert,100,172,0.7321
DW $u$ desc,barabasialbert,100,173,0.73227
DW $u$ desc,barabasialbert,100,174,0.73277
DW $u$ desc,barabasialbert,100,175,0.73417
DW $u$ desc,barabasialbert,100,176,0.73395
DW $u$ desc,barabasialbert,100,177,0.73613
DW $u$ desc,barabasialbert,100,178,0.73569
DW $u$ desc,barabasialbert,100,179,0.73866
DW $u$ desc,barabasialbert,100,180,0.73849
DW $u$ desc,barabasialbert,100,181,0.7405
DW $u$ desc,barabasialbert,100,182,0.73978
DW $u$ desc,barabasialbert,100,183,0.74062
DW $u$ desc,barabasialbert,100,184,0.73826
DW $u$ desc,barabasialbert,100,185,0.7414
DW $u$ desc,barabasialbert,100,186,0.74123
DW $u$ desc,barabasialbert,100,187,0.74409
DW $u$ desc,barabasialbert,100,188,0.74286
DW $u$ desc,barabasialbert,100,189,0.74387
DW $u$ desc,barabasialbert,100,190,0.74555
DW $u$ desc,barabasialbert,100,191,0.74521
DW $u$ desc,barabasialbert,100,192,0.74683
DW $u$ desc,barabasialbert,100,193,0.74739
DW $u$ desc,barabasialbert,100,194,0.74622
DW $u$ desc,barabasialbert,100,195,0.74627
DW $u$ desc,barabasialbert,100,196,0.74672
DW $u$ desc,barabasialbert,100,197,0.74852
DW $u$ desc,barabasialbert,100,198,0.74835
DW $u$ desc,barabasialbert,100,199,0.75188
DW $u$ desc,barabasialbert,100,200,0.75283
DW $u$ desc,canton,109,2,0.06031
DW $u$ desc,canton,109,3,0.07605
DW $u$ desc,canton,109,4,0.07432
DW $u$ desc,canton,109,5,0.10383
DW $u$ desc,canton,109,6,0.11093
DW $u$ desc,canton,109,7,0.12994
DW $u$ desc,canton,109,8,0.15512
DW $u$ desc,canton,109,9,0.17667
DW $u$ desc,canton,109,10,0.19056
DW $u$ desc,canton,109,11,0.19043
DW $u$ desc,canton,109,12,0.19704
DW $u$ desc,canton,109,13,0.20389
DW $u$ desc,canton,109,14,0.21383
DW $u$ desc,canton,109,15,0.21698
DW $u$ desc,canton,109,16,0.22556
DW $u$ desc,canton,109,17,0.23025
DW $u$ desc,canton,109,18,0.23494
DW $u$ desc,canton,109,19,0.25043
DW $u$ desc,canton,109,20,0.26377
DW $u$ desc,canton,109,21,0.26358
DW $u$ desc,canton,109,22,0.26488
DW $u$ desc,canton,109,23,0.2684
DW $u$ desc,canton,109,24,0.27691
DW $u$ desc,canton,109,25,0.28877
DW $u$ desc,canton,109,26,0.28537
DW $u$ desc,canton,109,27,0.28747
DW $u$ desc,canton,109,28,0.28679
DW $u$ desc,canton,109,29,0.29698
DW $u$ desc,canton,109,30,0.30611
DW $u$ desc,canton,109,31,0.30352
DW $u$ desc,canton,109,32,0.30679
DW $u$ desc,canton,109,33,0.31099
DW $u$ desc,canton,109,34,0.31691
DW $u$ desc,canton,109,35,0.31321
DW $u$ desc,canton,109,36,0.32074
DW $u$ desc,canton,109,37,0.32827
DW $u$ desc,canton,109,38,0.33241
DW $u$ desc,canton,109,39,0.33488
DW $u$ desc,canton,109,40,0.33722
DW $u$ desc,canton,109,41,0.33778
DW $u$ desc,canton,109,42,0.34605
DW $u$ desc,canton,109,43,0.34815
DW $u$ desc,canton,109,44,0.35019
DW $u$ desc,canton,109,45,0.3516
DW $u$ desc,canton,109,46,0.35623
DW $u$ desc,canton,109,47,0.35481
DW $u$ desc,canton,109,48,0.3584
DW $u$ desc,canton,109,49,0.36469
DW $u$ desc,canton,109,50,0.36284
DW $u$ desc,canton,109,51,0.37049
DW $u$ desc,canton,109,52,0.375
DW $u$ desc,canton,109,53,0.37265
DW $u$ desc,canton,109,54,0.37593
DW $u$ desc,canton,109,55,0.37593
DW $u$ desc,canton,109,56,0.37537
DW $u$ desc,canton,109,57,0.37346
DW $u$ desc,canton,109,58,0.38494
DW $u$ desc,canton,109,59,0.38907
DW $u$ desc,canton,109,60,0.39198
DW $u$ desc,canton,109,61,0.39315
DW $u$ desc,canton,109,62,0.39481
DW $u$ desc,canton,109,63,0.39352
DW $u$ desc,canton,109,64,0.40006
DW $u$ desc,canton,109,65,0.40204
DW $u$ desc,canton,109,66,0.40451
DW $u$ desc,canton,109,67,0.4071
DW $u$ desc,canton,109,68,0.40833
DW $u$ desc,canton,109,69,0.41414
DW $u$ desc,canton,109,70,0.41642
DW $u$ desc,canton,109,71,0.41642
DW $u$ desc,canton,109,72,0.42222
DW $u$ desc,canton,109,73,0.42636
DW $u$ desc,canton,109,74,0.4284
DW $u$ desc,canton,109,75,0.43086
DW $u$ desc,canton,109,76,0.42975
DW $u$ desc,canton,109,77,0.43438
DW $u$ desc,canton,109,78,0.43537
DW $u$ desc,canton,109,79,0.4384
DW $u$ desc,canton,109,80,0.44
DW $u$ desc,canton,109,81,0.44593
DW $u$ desc,canton,109,82,0.4487
DW $u$ desc,canton,109,83,0.45148
DW $u$ desc,canton,109,84,0.45451
DW $u$ desc,canton,109,85,0.45284
DW $u$ desc,canton,109,86,0.46179
DW $u$ desc,canton,109,87,0.46722
DW $u$ desc,canton,109,88,0.46938
DW $u$ desc,canton,109,89,0.46975
DW $u$ desc,canton,109,90,0.47185
DW $u$ desc,canton,109,91,0.46889
DW $u$ desc,canton,109,92,0.46969
DW $u$ desc,canton,109,93,0.47142
DW $u$ desc,canton,109,94,0.47272
DW $u$ desc,canton,109,95,0.4721
DW $u$ desc,canton,109,96,0.47667
DW $u$ desc,canton,109,97,0.47685
DW $u$ desc,canton,109,98,0.47716
DW $u$ desc,canton,109,99,0.47907
DW $u$ desc,canton,109,100,0.47815
DW $u$ desc,canton,109,101,0.47889
DW $u$ desc,canton,109,102,0.47815
DW $u$ desc,canton,109,103,0.48086
DW $u$ desc,canton,109,104,0.48667
DW $u$ desc,canton,109,105,0.48685
DW $u$ desc,canton,109,106,0.4879
DW $u$ desc,canton,109,107,0.49037
DW $u$ desc,canton,109,108,0.49062
DW $u$ desc,canton,109,109,0.48883
DW $u$ desc,canton,109,110,0.48765
DW $u$ desc,canton,109,111,0.48926
DW $u$ desc,canton,109,112,0.48827
DW $u$ desc,canton,109,113,0.4913
DW $u$ desc,canton,109,114,0.49494
DW $u$ desc,canton,109,115,0.49395
DW $u$ desc,canton,109,116,0.49438
DW $u$ desc,canton,109,117,0.49346
DW $u$ desc,canton,109,118,0.49222
DW $u$ desc,canton,109,119,0.49623
DW $u$ desc,canton,109,120,0.49981
DW $u$ desc,canton,109,121,0.4992
DW $u$ desc,canton,109,122,0.50407
DW $u$ desc,canton,109,123,0.50457
DW $u$ desc,canton,109,124,0.50525
DW $u$ desc,canton,109,125,0.5066
DW $u$ desc,canton,109,126,0.50543
DW $u$ desc,canton,109,127,0.50617
DW $u$ desc,canton,109,128,0.50747
DW $u$ desc,canton,109,129,0.51111
DW $u$ desc,canton,109,130,0.5129
DW $u$ desc,canton,109,131,0.51414
DW $u$ desc,canton,109,132,0.51679
DW $u$ desc,canton,109,133,0.51525
DW $u$ desc,canton,109,134,0.51698
DW $u$ desc,canton,109,135,0.51858
DW $u$ desc,canton,109,136,0.52031
DW $u$ desc,canton,109,137,0.52062
DW $u$ desc,canton,109,138,0.52235
DW $u$ desc,canton,109,139,0.52556
DW $u$ desc,canton,109,140,0.52753
DW $u$ desc,canton,109,141,0.52691
DW $u$ desc,canton,109,142,0.52809
DW $u$ desc,canton,109,143,0.52901
DW $u$ desc,canton,109,144,0.52883
DW $u$ desc,canton,109,145,0.53068
DW $u$ desc,canton,109,146,0.53093
DW $u$ desc,canton,109,147,0.53228
DW $u$ desc,canton,109,148,0.5313
DW $u$ desc,canton,109,149,0.53432
DW $u$ desc,canton,109,150,0.53698
DW $u$ desc,canton,109,151,0.53556
DW $u$ desc,canton,109,152,0.53821
DW $u$ desc,canton,109,153,0.53889
DW $u$ desc,canton,109,154,0.53568
DW $u$ desc,canton,109,155,0.53623
DW $u$ desc,canton,109,156,0.53722
DW $u$ desc,canton,109,157,0.5371
DW $u$ desc,canton,109,158,0.53932
DW $u$ desc,canton,109,159,0.54216
DW $u$ desc,canton,109,160,0.54401
DW $u$ desc,canton,109,161,0.54352
DW $u$ desc,canton,109,162,0.54321
DW $u$ desc,canton,109,163,0.54241
DW $u$ desc,canton,109,164,0.54272
DW $u$ desc,canton,109,165,0.54414
DW $u$ desc,canton,109,166,0.54543
DW $u$ desc,canton,109,167,0.55056
DW $u$ desc,canton,109,168,0.55414
DW $u$ desc,canton,109,169,0.55519
DW $u$ desc,canton,109,170,0.55469
DW $u$ desc,canton,109,171,0.55327
DW $u$ desc,canton,109,172,0.55432
DW $u$ desc,canton,109,173,0.55827
DW $u$ desc,canton,109,174,0.55623
DW $u$ desc,canton,109,175,0.5563
DW $u$ desc,canton,109,176,0.55617
DW $u$ desc,canton,109,177,0.55352
DW $u$ desc,canton,109,178,0.55389
DW $u$ desc,canton,109,179,0.55296
DW $u$ desc,canton,109,180,0.55389
DW $u$ desc,canton,109,181,0.55475
DW $u$ desc,canton,109,182,0.55698
DW $u$ desc,canton,109,183,0.55796
DW $u$ desc,canton,109,184,0.55772
DW $u$ desc,canton,109,185,0.55519
DW $u$ desc,canton,109,186,0.55698
DW $u$ desc,canton,109,187,0.55907
DW $u$ desc,canton,109,188,0.55951
DW $u$ desc,canton,109,189,0.56191
DW $u$ desc,canton,109,190,0.56278
DW $u$ desc,canton,109,191,0.5613
DW $u$ desc,canton,109,192,0.56179
DW $u$ desc,canton,109,193,0.56488
DW $u$ desc,canton,109,194,0.56469
DW $u$ desc,canton,109,195,0.56772
DW $u$ desc,canton,109,196,0.56846
DW $u$ desc,canton,109,197,0.56907
DW $u$ desc,canton,109,198,0.5708
DW $u$ desc,canton,109,199,0.57154
DW $u$ desc,canton,109,200,0.57278
DW $u$ desc,catlins,59,2,0.09426
DW $u$ desc,catlins,59,3,0.2011
DW $u$ desc,catlins,59,4,0.22214
DW $u$ desc,catlins,59,5,0.2605
DW $u$ desc,catlins,59,6,0.28867
DW $u$ desc,catlins,59,7,0.31542
DW $u$ desc,catlins,59,8,0.34301
DW $u$ desc,catlins,59,9,0.35871
DW $u$ desc,catlins,59,10,0.37098
DW $u$ desc,catlins,59,11,0.3876
DW $u$ desc,catlins,59,12,0.40396
DW $u$ desc,catlins,59,13,0.42324
DW $u$ desc,catlins,59,14,0.43252
DW $u$ desc,catlins,59,15,0.43479
DW $u$ desc,catlins,59,16,0.44232
DW $u$ desc,catlins,59,17,0.45083
DW $u$ desc,catlins,59,18,0.46167
DW $u$ desc,catlins,59,19,0.46803
DW $u$ desc,catlins,59,20,0.4666
DW $u$ desc,catlins,59,21,0.4753
DW $u$ desc,catlins,59,22,0.48471
DW $u$ desc,catlins,59,23,0.4986
DW $u$ desc,catlins,59,24,0.50529
DW $u$ desc,catlins,59,25,0.51353
DW $u$ desc,catlins,59,26,0.51652
DW $u$ desc,catlins,59,27,0.51847
DW $u$ desc,catlins,59,28,0.52113
DW $u$ desc,catlins,59,29,0.52632
DW $u$ desc,catlins,59,30,0.53002
DW $u$ desc,catlins,59,31,0.53937
DW $u$ desc,catlins,59,32,0.54203
DW $u$ desc,catlins,59,33,0.54314
DW $u$ desc,catlins,59,34,0.55352
DW $u$ desc,catlins,59,35,0.5567
DW $u$ desc,catlins,59,36,0.5643
DW $u$ desc,catlins,59,37,0.56852
DW $u$ desc,catlins,59,38,0.5791
DW $u$ desc,catlins,59,39,0.58299
DW $u$ desc,catlins,59,40,0.5876
DW $u$ desc,catlins,59,41,0.59117
DW $u$ desc,catlins,59,42,0.59805
DW $u$ desc,catlins,59,43,0.59831
DW $u$ desc,catlins,59,44,0.60078
DW $u$ desc,catlins,59,45,0.60461
DW $u$ desc,catlins,59,46,0.60896
DW $u$ desc,catlins,59,47,0.61383
DW $u$ desc,catlins,59,48,0.61409
DW $u$ desc,catlins,59,49,0.61681
DW $u$ desc,catlins,59,50,0.62032
DW $u$ desc,catlins,59,51,0.62434
DW $u$ desc,catlins,59,52,0.6298
DW $u$ desc,catlins,59,53,0.63616
DW $u$ desc,catlins,59,54,0.63784
DW $u$ desc,catlins,59,55,0.64096
DW $u$ desc,catlins,59,56,0.63772
DW $u$ desc,catlins,59,57,0.64161
DW $u$ desc,catlins,59,58,0.6455
DW $u$ desc,catlins,59,59,0.65239
DW $u$ desc,catlins,59,60,0.6566
DW $u$ desc,catlins,59,61,0.66173
DW $u$ desc,catlins,59,62,0.66414
DW $u$ desc,catlins,59,63,0.66478
DW $u$ desc,catlins,59,64,0.66771
DW $u$ desc,catlins,59,65,0.66732
DW $u$ desc,catlins,59,66,0.66426
DW $u$ desc,catlins,59,67,0.66563
DW $u$ desc,catlins,59,68,0.67024
DW $u$ desc,catlins,59,69,0.67588
DW $u$ desc,catlins,59,70,0.67614
DW $u$ desc,catlins,59,71,0.67647
DW $u$ desc,catlins,59,72,0.67601
DW $u$ desc,catlins,59,73,0.67725
DW $u$ desc,catlins,59,74,0.67984
DW $u$ desc,catlins,59,75,0.68543
DW $u$ desc,catlins,59,76,0.68763
DW $u$ desc,catlins,59,77,0.68997
DW $u$ desc,catlins,59,78,0.69153
DW $u$ desc,catlins,59,79,0.69068
DW $u$ desc,catlins,59,80,0.69413
DW $u$ desc,catlins,59,81,0.6964
DW $u$ desc,catlins,59,82,0.69575
DW $u$ desc,catlins,59,83,0.69711
DW $u$ desc,catlins,59,84,0.69873
DW $u$ desc,catlins,59,85,0.7001
DW $u$ desc,catlins,59,86,0.69711
DW $u$ desc,catlins,59,87,0.70003
DW $u$ desc,catlins,59,88,0.70094
DW $u$ desc,catlins,59,89,0.70088
DW $u$ desc,catlins,59,90,0.70068
DW $u$ desc,catlins,59,91,0.70256
DW $u$ desc,catlins,59,92,0.70256
DW $u$ desc,catlins,59,93,0.70633
DW $u$ desc,catlins,59,94,0.70957
DW $u$ desc,catlins,59,95,0.70893
DW $u$ desc,catlins,59,96,0.70899
DW $u$ desc,catlins,59,97,0.71198
DW $u$ desc,catlins,59,98,0.71243
DW $u$ desc,catlins,59,99,0.71366
DW $u$ desc,catlins,59,100,0.71431
DW $u$ desc,catlins,59,101,0.71379
DW $u$ desc,catlins,59,102,0.71418
DW $u$ desc,catlins,59,103,0.71555
DW $u$ desc,catlins,59,104,0.71938
DW $u$ desc,catlins,59,105,0.71782
DW $u$ desc,catlins,59,106,0.71905
DW $u$ desc,catlins,59,107,0.72347
DW $u$ desc,catlins,59,108,0.72405
DW $u$ desc,catlins,59,109,0.72262
DW $u$ desc,catlins,59,110,0.72223
DW $u$ desc,catlins,59,111,0.72561
DW $u$ desc,catlins,59,112,0.72684
DW $u$ desc,catlins,59,113,0.72684
DW $u$ desc,catlins,59,114,0.72684
DW $u$ desc,catlins,59,115,0.72879
DW $u$ desc,catlins,59,116,0.72944
DW $u$ desc,catlins,59,117,0.73009
DW $u$ desc,catlins,59,118,0.73281
DW $u$ desc,catlins,59,119,0.73255
DW $u$ desc,catlins,59,120,0.73249
DW $u$ desc,catlins,59,121,0.73314
DW $u$ desc,catlins,59,122,0.73301
DW $u$ desc,catlins,59,123,0.73424
DW $u$ desc,catlins,59,124,0.73444
DW $u$ desc,catlins,59,125,0.73554
DW $u$ desc,catlins,59,126,0.73619
DW $u$ desc,catlins,59,127,0.73535
DW $u$ desc,catlins,59,128,0.73502
DW $u$ desc,catlins,59,129,0.73554
DW $u$ desc,catlins,59,130,0.73535
DW $u$ desc,catlins,59,131,0.7384
DW $u$ desc,catlins,59,132,0.73762
DW $u$ desc,catlins,59,133,0.73827
DW $u$ desc,catlins,59,134,0.73969
DW $u$ desc,catlins,59,135,0.74145
DW $u$ desc,catlins,59,136,0.74255
DW $u$ desc,catlins,59,137,0.74404
DW $u$ desc,catlins,59,138,0.74437
DW $u$ desc,catlins,59,139,0.74697
DW $u$ desc,catlins,59,140,0.74599
DW $u$ desc,catlins,59,141,0.74684
DW $u$ desc,catlins,59,142,0.74768
DW $u$ desc,catlins,59,143,0.7493
DW $u$ desc,catlins,59,144,0.74924
DW $u$ desc,catlins,59,145,0.75125
DW $u$ desc,catlins,59,146,0.75138
DW $u$ desc,catlins,59,147,0.75268
DW $u$ desc,catlins,59,148,0.75463
DW $u$ desc,catlins,59,149,0.75437
DW $u$ desc,catlins,59,150,0.75891
DW $u$ desc,catlins,59,151,0.76053
DW $u$ desc,catlins,59,152,0.76079
DW $u$ desc,catlins,59,153,0.76203
DW $u$ desc,catlins,59,154,0.76099
DW $u$ desc,catlins,59,155,0.76417
DW $u$ desc,catlins,59,156,0.76397
DW $u$ desc,catlins,59,157,0.76534
DW $u$ desc,catlins,59,158,0.76748
DW $u$ desc,catlins,59,159,0.76404
DW $u$ desc,catlins,59,160,0.76345
DW $u$ desc,catlins,59,161,0.76183
DW $u$ desc,catlins,59,162,0.76034
DW $u$ desc,catlins,59,163,0.76203
DW $u$ desc,catlins,59,164,0.76319
DW $u$ desc,catlins,59,165,0.76241
DW $u$ desc,catlins,59,166,0.76287
DW $u$ desc,catlins,59,167,0.76261
DW $u$ desc,catlins,59,168,0.76326
DW $u$ desc,catlins,59,169,0.76663
DW $u$ desc,catlins,59,170,0.76741
DW $u$ desc,catlins,59,171,0.76858
DW $u$ desc,catlins,59,172,0.76858
DW $u$ desc,catlins,59,173,0.76644
DW $u$ desc,catlins,59,174,0.76611
DW $u$ desc,catlins,59,175,0.76754
DW $u$ desc,catlins,59,176,0.76767
DW $u$ desc,catlins,59,177,0.76774
DW $u$ desc,catlins,59,178,0.76748
DW $u$ desc,catlins,59,179,0.7667
DW $u$ desc,catlins,59,180,0.76813
DW $u$ desc,catlins,59,181,0.77014
DW $u$ desc,catlins,59,182,0.77163
DW $u$ desc,catlins,59,183,0.7728
DW $u$ desc,catlins,59,184,0.7728
DW $u$ desc,catlins,59,185,0.77293
DW $u$ desc,catlins,59,186,0.77293
DW $u$ desc,catlins,59,187,0.77423
DW $u$ desc,catlins,59,188,0.77384
DW $u$ desc,catlins,59,189,0.77527
DW $u$ desc,catlins,59,190,0.77618
DW $u$ desc,catlins,59,191,0.77942
DW $u$ desc,catlins,59,192,0.77877
DW $u$ desc,catlins,59,193,0.77747
DW $u$ desc,catlins,59,194,0.77767
DW $u$ desc,catlins,59,195,0.77923
DW $u$ desc,catlins,59,196,0.77955
DW $u$ desc,catlins,59,197,0.78053
DW $u$ desc,catlins,59,198,0.7828
DW $u$ desc,catlins,59,199,0.78351
DW $u$ desc,catlins,59,200,0.78299
DW $u$ desc,chesapeake,39,2,0.13263
DW $u$ desc,chesapeake,39,3,0.1569
DW $u$ desc,chesapeake,39,4,0.19804
DW $u$ desc,chesapeake,39,5,0.228
DW $u$ desc,chesapeake,39,6,0.23993
DW $u$ desc,chesapeake,39,7,0.2497
DW $u$ desc,chesapeake,39,8,0.25386
DW $u$ desc,chesapeake,39,9,0.27695
DW $u$ desc,chesapeake,39,10,0.29107
DW $u$ desc,chesapeake,39,11,0.29902
DW $u$ desc,chesapeake,39,12,0.31487
DW $u$ desc,chesapeake,39,13,0.31346
DW $u$ desc,chesapeake,39,14,0.3288
DW $u$ desc,chesapeake,39,15,0.33287
DW $u$ desc,chesapeake,39,16,0.34343
DW $u$ desc,chesapeake,39,17,0.34591
DW $u$ desc,chesapeake,39,18,0.35764
DW $u$ desc,chesapeake,39,19,0.36713
DW $u$ desc,chesapeake,39,20,0.37209
DW $u$ desc,chesapeake,39,21,0.38621
DW $u$ desc,chesapeake,39,22,0.39509
DW $u$ desc,chesapeake,39,23,0.3964
DW $u$ desc,chesapeake,39,24,0.39668
DW $u$ desc,chesapeake,39,25,0.39771
DW $u$ desc,chesapeake,39,26,0.40098
DW $u$ desc,chesapeake,39,27,0.4129
DW $u$ desc,chesapeake,39,28,0.42062
DW $u$ desc,chesapeake,39,29,0.42768
DW $u$ desc,chesapeake,39,30,0.43544
DW $u$ desc,chesapeake,39,31,0.44128
DW $u$ desc,chesapeake,39,32,0.4461
DW $u$ desc,chesapeake,39,33,0.45619
DW $u$ desc,chesapeake,39,34,0.46106
DW $u$ desc,chesapeake,39,35,0.46671
DW $u$ desc,chesapeake,39,36,0.47321
DW $u$ desc,chesapeake,39,37,0.47246
DW $u$ desc,chesapeake,39,38,0.47583
DW $u$ desc,chesapeake,39,39,0.48065
DW $u$ desc,chesapeake,39,40,0.48041
DW $u$ desc,chesapeake,39,41,0.48593
DW $u$ desc,chesapeake,39,42,0.48766
DW $u$ desc,chesapeake,39,43,0.49388
DW $u$ desc,chesapeake,39,44,0.49869
DW $u$ desc,chesapeake,39,45,0.49663
DW $u$ desc,chesapeake,39,46,0.4979
DW $u$ desc,chesapeake,39,47,0.49986
DW $u$ desc,chesapeake,39,48,0.50098
DW $u$ desc,chesapeake,39,49,0.50285
DW $u$ desc,chesapeake,39,50,0.50893
DW $u$ desc,chesapeake,39,51,0.51865
DW $u$ desc,chesapeake,39,52,0.5209
DW $u$ desc,chesapeake,39,53,0.52595
DW $u$ desc,chesapeake,39,54,0.52814
DW $u$ desc,chesapeake,39,55,0.53245
DW $u$ desc,chesapeake,39,56,0.53614
DW $u$ desc,chesapeake,39,57,0.53604
DW $u$ desc,chesapeake,39,58,0.54329
DW $u$ desc,chesapeake,39,59,0.54829
DW $u$ desc,chesapeake,39,60,0.55147
DW $u$ desc,chesapeake,39,61,0.55199
DW $u$ desc,chesapeake,39,62,0.55418
DW $u$ desc,chesapeake,39,63,0.55292
DW $u$ desc,chesapeake,39,64,0.55577
DW $u$ desc,chesapeake,39,65,0.55273
DW $u$ desc,chesapeake,39,66,0.55844
DW $u$ desc,chesapeake,39,67,0.55984
DW $u$ desc,chesapeake,39,68,0.56536
DW $u$ desc,chesapeake,39,69,0.5683
DW $u$ desc,chesapeake,39,70,0.57181
DW $u$ desc,chesapeake,39,71,0.57078
DW $u$ desc,chesapeake,39,72,0.57265
DW $u$ desc,chesapeake,39,73,0.57429
DW $u$ desc,chesapeake,39,74,0.57658
DW $u$ desc,chesapeake,39,75,0.57812
DW $u$ desc,chesapeake,39,76,0.58111
DW $u$ desc,chesapeake,39,77,0.58018
DW $u$ desc,chesapeake,39,78,0.58322
DW $u$ desc,chesapeake,39,79,0.58523
DW $u$ desc,chesapeake,39,80,0.58799
DW $u$ desc,chesapeake,39,81,0.58635
DW $u$ desc,chesapeake,39,82,0.58864
DW $u$ desc,chesapeake,39,83,0.59051
DW $u$ desc,chesapeake,39,84,0.59149
DW $u$ desc,chesapeake,39,85,0.59205
DW $u$ desc,chesapeake,39,86,0.59158
DW $u$ desc,chesapeake,39,87,0.59116
DW $u$ desc,chesapeake,39,88,0.59233
DW $u$ desc,chesapeake,39,89,0.59257
DW $u$ desc,chesapeake,39,90,0.59374
DW $u$ desc,chesapeake,39,91,0.59439
DW $u$ desc,chesapeake,39,92,0.59682
DW $u$ desc,chesapeake,39,93,0.59734
DW $u$ desc,chesapeake,39,94,0.59916
DW $u$ desc,chesapeake,39,95,0.59874
DW $u$ desc,chesapeake,39,96,0.59836
DW $u$ desc,chesapeake,39,97,0.59794
DW $u$ desc,chesapeake,39,98,0.5964
DW $u$ desc,chesapeake,39,99,0.59846
DW $u$ desc,chesapeake,39,100,0.59883
DW $u$ desc,chesapeake,39,101,0.60094
DW $u$ desc,chesapeake,39,102,0.60332
DW $u$ desc,chesapeake,39,103,0.60514
DW $u$ desc,chesapeake,39,104,0.60388
DW $u$ desc,chesapeake,39,105,0.60612
DW $u$ desc,chesapeake,39,106,0.60683
DW $u$ desc,chesapeake,39,107,0.60626
DW $u$ desc,chesapeake,39,108,0.60706
DW $u$ desc,chesapeake,39,109,0.6064
DW $u$ desc,chesapeake,39,110,0.60944
DW $u$ desc,chesapeake,39,111,0.60799
DW $u$ desc,chesapeake,39,112,0.60851
DW $u$ desc,chesapeake,39,113,0.61337
DW $u$ desc,chesapeake,39,114,0.61547
DW $u$ desc,chesapeake,39,115,0.61557
DW $u$ desc,chesapeake,39,116,0.61992
DW $u$ desc,chesapeake,39,117,0.61893
DW $u$ desc,chesapeake,39,118,0.62389
DW $u$ desc,chesapeake,39,119,0.62239
DW $u$ desc,chesapeake,39,120,0.62319
DW $u$ desc,chesapeake,39,121,0.6245
DW $u$ desc,chesapeake,39,122,0.62768
DW $u$ desc,chesapeake,39,123,0.62973
DW $u$ desc,chesapeake,39,124,0.63109
DW $u$ desc,chesapeake,39,125,0.63221
DW $u$ desc,chesapeake,39,126,0.63282
DW $u$ desc,chesapeake,39,127,0.63385
DW $u$ desc,chesapeake,39,128,0.63553
DW $u$ desc,chesapeake,39,129,0.63698
DW $u$ desc,chesapeake,39,130,0.63768
DW $u$ desc,chesapeake,39,131,0.63927
DW $u$ desc,chesapeake,39,132,0.6382
DW $u$ desc,chesapeake,39,133,0.64007
DW $u$ desc,chesapeake,39,134,0.64357
DW $u$ desc,chesapeake,39,135,0.64507
DW $u$ desc,chesapeake,39,136,0.64376
DW $u$ desc,chesapeake,39,137,0.64371
DW $u$ desc,chesapeake,39,138,0.64596
DW $u$ desc,chesapeake,39,139,0.64871
DW $u$ desc,chesapeake,39,140,0.64642
DW $u$ desc,chesapeake,39,141,0.64614
DW $u$ desc,chesapeake,39,142,0.64928
DW $u$ desc,chesapeake,39,143,0.64801
DW $u$ desc,chesapeake,39,144,0.65259
DW $u$ desc,chesapeake,39,145,0.65278
DW $u$ desc,chesapeake,39,146,0.65526
DW $u$ desc,chesapeake,39,147,0.65493
DW $u$ desc,chesapeake,39,148,0.65521
DW $u$ desc,chesapeake,39,149,0.65605
DW $u$ desc,chesapeake,39,150,0.65493
DW $u$ desc,chesapeake,39,151,0.6575
DW $u$ desc,chesapeake,39,152,0.65769
DW $u$ desc,chesapeake,39,153,0.65811
DW $u$ desc,chesapeake,39,154,0.65863
DW $u$ desc,chesapeake,39,155,0.65905
DW $u$ desc,chesapeake,39,156,0.66064
DW $u$ desc,chesapeake,39,157,0.6611
DW $u$ desc,chesapeake,39,158,0.66316
DW $u$ desc,chesapeake,39,159,0.66363
DW $u$ desc,chesapeake,39,160,0.66536
DW $u$ desc,chesapeake,39,161,0.66452
DW $u$ desc,chesapeake,39,162,0.66662
DW $u$ desc,chesapeake,39,163,0.66802
DW $u$ desc,chesapeake,39,164,0.66863
DW $u$ desc,chesapeake,39,165,0.66914
DW $u$ desc,chesapeake,39,166,0.67083
DW $u$ desc,chesapeake,39,167,0.66975
DW $u$ desc,chesapeake,39,168,0.6698
DW $u$ desc,chesapeake,39,169,0.67214
DW $u$ desc,chesapeake,39,170,0.67401
DW $u$ desc,chesapeake,39,171,0.67265
DW $u$ desc,chesapeake,39,172,0.67447
DW $u$ desc,chesapeake,39,173,0.67499
DW $u$ desc,chesapeake,39,174,0.67648
DW $u$ desc,chesapeake,39,175,0.6777
DW $u$ desc,chesapeake,39,176,0.67625
DW $u$ desc,chesapeake,39,177,0.67616
DW $u$ desc,chesapeake,39,178,0.67943
DW $u$ desc,chesapeake,39,179,0.67943
