cond,net,N,Lprime,tau_avg10
DW $D$ asc,SITC,774,2,-0.02531
DW $D$ asc,SITC,774,3,0.00249
DW $D$ asc,SITC,774,4,-0.0304
DW $D$ asc,SITC,774,5,-0.01514
DW $D$ asc,SITC,774,6,-0.02
DW $D$ asc,SITC,774,7,-0.03661
DW $D$ asc,SITC,774,8,-0.01831
DW $D$ asc,SITC,774,9,-0.02791
DW $D$ asc,SITC,774,10,-0.01785
DW $D$ asc,SITC,774,11,-0.03333
DW $D$ asc,SITC,774,12,-0.03164
DW $D$ asc,SITC,774,13,-0.03175
DW $D$ asc,SITC,774,14,-0.02169
DW $D$ asc,SITC,774,15,-0.02452
DW $D$ asc,SITC,774,16,-0.02023
DW $D$ asc,SITC,774,17,-0.02576
DW $D$ asc,SITC,774,18,-0.04
DW $D$ asc,SITC,774,19,-0.04192
DW $D$ asc,SITC,774,20,-0.04588
DW $D$ asc,SITC,774,21,-0.04576
DW $D$ asc,SITC,774,22,-0.04712
DW $D$ asc,SITC,774,23,-0.04373
DW $D$ asc,SITC,774,24,-0.03153
DW $D$ asc,SITC,774,25,-0.02927
DW $D$ asc,SITC,774,26,-0.01898
DW $D$ asc,SITC,774,27,-0.01412
DW $D$ asc,SITC,774,28,-0.0191
DW $D$ asc,SITC,774,29,-0.01638
DW $D$ asc,SITC,774,30,-0.00972
DW $D$ asc,SITC,774,31,-0.0026
DW $D$ asc,SITC,774,32,-0.00576
DW $D$ asc,SITC,774,33,-0.00475
DW $D$ asc,SITC,774,34,0.00079
DW $D$ asc,SITC,774,35,-0.0
DW $D$ asc,SITC,774,36,0.00497
DW $D$ asc,SITC,774,37,0.00881
DW $D$ asc,SITC,774,38,0.01164
DW $D$ asc,SITC,774,39,0.0122
DW $D$ asc,SITC,774,40,0.0104
DW $D$ asc,SITC,774,41,0.01073
DW $D$ asc,SITC,774,42,0.00734
DW $D$ asc,SITC,774,43,0.01503
DW $D$ asc,SITC,774,44,0.01186
DW $D$ asc,SITC,774,45,0.01503
DW $D$ asc,SITC,774,46,0.01356
DW $D$ asc,SITC,774,47,0.0113
DW $D$ asc,SITC,774,48,0.01537
DW $D$ asc,SITC,774,49,0.01198
DW $D$ asc,SITC,774,50,0.01198
DW $D$ asc,SITC,774,51,0.00904
DW $D$ asc,SITC,774,52,0.01944
DW $D$ asc,SITC,774,53,0.02305
DW $D$ asc,SITC,774,54,0.01853
DW $D$ asc,SITC,774,55,0.0191
DW $D$ asc,SITC,774,56,0.03107
DW $D$ asc,SITC,774,57,0.03311
DW $D$ asc,SITC,774,58,0.04079
DW $D$ asc,SITC,774,59,0.0426
DW $D$ asc,SITC,774,60,0.04395
DW $D$ asc,SITC,774,61,0.04113
DW $D$ asc,SITC,774,62,0.03785
DW $D$ asc,SITC,774,63,0.03797
DW $D$ asc,SITC,774,64,0.03548
DW $D$ asc,SITC,774,65,0.03322
DW $D$ asc,SITC,774,66,0.03605
DW $D$ asc,SITC,774,67,0.03525
DW $D$ asc,SITC,774,68,0.02644
DW $D$ asc,SITC,774,69,0.03367
DW $D$ asc,SITC,774,70,0.03446
DW $D$ asc,SITC,774,71,0.0452
DW $D$ asc,SITC,774,72,0.04712
DW $D$ asc,SITC,774,73,0.04599
DW $D$ asc,SITC,774,74,0.04373
DW $D$ asc,SITC,774,75,0.04169
DW $D$ asc,SITC,774,76,0.03876
DW $D$ asc,SITC,774,77,0.0365
DW $D$ asc,SITC,774,78,0.03774
DW $D$ asc,SITC,774,79,0.03684
DW $D$ asc,SITC,774,80,0.03785
DW $D$ asc,SITC,774,81,0.04294
DW $D$ asc,SITC,774,82,0.05107
DW $D$ asc,SITC,774,83,0.0565
DW $D$ asc,SITC,774,84,0.05333
DW $D$ asc,SITC,774,85,0.05254
DW $D$ asc,SITC,774,86,0.05627
DW $D$ asc,SITC,774,87,0.06542
DW $D$ asc,SITC,774,88,0.06339
DW $D$ asc,SITC,774,89,0.06068
DW $D$ asc,SITC,774,90,0.06023
DW $D$ asc,SITC,774,91,0.06362
DW $D$ asc,SITC,774,92,0.0661
DW $D$ asc,SITC,774,93,0.0661
DW $D$ asc,SITC,774,94,0.06893
DW $D$ asc,SITC,774,95,0.06621
DW $D$ asc,SITC,774,96,0.07469
DW $D$ asc,SITC,774,97,0.07175
DW $D$ asc,SITC,774,98,0.07288
DW $D$ asc,SITC,774,99,0.07458
DW $D$ asc,SITC,774,100,0.07209
DW $D$ asc,SITC,774,101,0.07571
DW $D$ asc,SITC,774,102,0.07695
DW $D$ asc,SITC,774,103,0.07469
DW $D$ asc,SITC,774,104,0.07525
DW $D$ asc,SITC,774,105,0.07808
DW $D$ asc,SITC,774,106,0.07944
DW $D$ asc,SITC,774,107,0.08192
DW $D$ asc,SITC,774,108,0.08271
DW $D$ asc,SITC,774,109,0.0774
DW $D$ asc,SITC,774,110,0.07819
DW $D$ asc,SITC,774,111,0.08294
DW $D$ asc,SITC,774,112,0.08
DW $D$ asc,SITC,774,113,0.0791
DW $D$ asc,SITC,774,114,0.07864
DW $D$ asc,SITC,774,115,0.0765
DW $D$ asc,SITC,774,116,0.07424
DW $D$ asc,SITC,774,117,0.07119
DW $D$ asc,SITC,774,118,0.07051
DW $D$ asc,SITC,774,119,0.07887
DW $D$ asc,SITC,774,120,0.07277
DW $D$ asc,SITC,774,121,0.06655
DW $D$ asc,SITC,774,122,0.07277
DW $D$ asc,SITC,774,123,0.07559
DW $D$ asc,SITC,774,124,0.07299
DW $D$ asc,SITC,774,125,0.07898
DW $D$ asc,SITC,774,126,0.07356
DW $D$ asc,SITC,774,127,0.0739
DW $D$ asc,SITC,774,128,0.07819
DW $D$ asc,SITC,774,129,0.07605
DW $D$ asc,SITC,774,130,0.07458
DW $D$ asc,SITC,774,131,0.07186
DW $D$ asc,SITC,774,132,0.07503
DW $D$ asc,SITC,774,133,0.07774
DW $D$ asc,SITC,774,134,0.08056
DW $D$ asc,SITC,774,135,0.08147
DW $D$ asc,SITC,774,136,0.08056
DW $D$ asc,SITC,774,137,0.08215
DW $D$ asc,SITC,774,138,0.07514
DW $D$ asc,SITC,774,139,0.07706
DW $D$ asc,SITC,774,140,0.07831
DW $D$ asc,SITC,774,141,0.08011
DW $D$ asc,SITC,774,142,0.07751
DW $D$ asc,SITC,774,143,0.07638
DW $D$ asc,SITC,774,144,0.07571
DW $D$ asc,SITC,774,145,0.08079
DW $D$ asc,SITC,774,146,0.0809
DW $D$ asc,SITC,774,147,0.07808
DW $D$ asc,SITC,774,148,0.07311
DW $D$ asc,SITC,774,149,0.07548
DW $D$ asc,SITC,774,150,0.07232
DW $D$ asc,SITC,774,151,0.0713
DW $D$ asc,SITC,774,152,0.07085
DW $D$ asc,SITC,774,153,0.07458
DW $D$ asc,SITC,774,154,0.07198
DW $D$ asc,SITC,774,155,0.07299
DW $D$ asc,SITC,774,156,0.07492
DW $D$ asc,SITC,774,157,0.07401
DW $D$ asc,SITC,774,158,0.0748
DW $D$ asc,SITC,774,159,0.07751
DW $D$ asc,SITC,774,160,0.07785
DW $D$ asc,SITC,774,161,0.07232
DW $D$ asc,SITC,774,162,0.07774
DW $D$ asc,SITC,774,163,0.08124
DW $D$ asc,SITC,774,164,0.08181
DW $D$ asc,SITC,774,165,0.07898
DW $D$ asc,SITC,774,166,0.08079
DW $D$ asc,SITC,774,167,0.07898
DW $D$ asc,SITC,774,168,0.07446
DW $D$ asc,SITC,774,169,0.08068
DW $D$ asc,SITC,774,170,0.07876
DW $D$ asc,SITC,774,171,0.07864
DW $D$ asc,SITC,774,172,0.08136
DW $D$ asc,SITC,774,173,0.08045
DW $D$ asc,SITC,774,174,0.08113
DW $D$ asc,SITC,774,175,0.07989
DW $D$ asc,SITC,774,176,0.08384
DW $D$ asc,SITC,774,177,0.08418
DW $D$ asc,SITC,774,178,0.08588
DW $D$ asc,SITC,774,179,0.08881
DW $D$ asc,SITC,774,180,0.09186
DW $D$ asc,SITC,774,181,0.09435
DW $D$ asc,SITC,774,182,0.09006
DW $D$ asc,SITC,774,183,0.09379
DW $D$ asc,SITC,774,184,0.09379
DW $D$ asc,SITC,774,185,0.09401
DW $D$ asc,SITC,774,186,0.09763
DW $D$ asc,SITC,774,187,0.09153
DW $D$ asc,SITC,774,188,0.08904
DW $D$ asc,SITC,774,189,0.08554
DW $D$ asc,SITC,774,190,0.08633
DW $D$ asc,SITC,774,191,0.08599
DW $D$ asc,SITC,774,192,0.08113
DW $D$ asc,SITC,774,193,0.08508
DW $D$ asc,SITC,774,194,0.08237
DW $D$ asc,SITC,774,195,0.08271
DW $D$ asc,SITC,774,196,0.08475
DW $D$ asc,SITC,774,197,0.08475
DW $D$ asc,SITC,774,198,0.08497
DW $D$ asc,SITC,774,199,0.08102
DW $D$ asc,SITC,774,200,0.08655
DW $D$ asc,adjnoun,112,2,0.03158
DW $D$ asc,adjnoun,112,3,0.03759
DW $D$ asc,adjnoun,112,4,0.03546
DW $D$ asc,adjnoun,112,5,0.05326
DW $D$ asc,adjnoun,112,6,0.04023
DW $D$ asc,adjnoun,112,7,0.04398
DW $D$ asc,adjnoun,112,8,0.04236
DW $D$ asc,adjnoun,112,9,0.04398
DW $D$ asc,adjnoun,112,10,0.02794
DW $D$ asc,adjnoun,112,11,0.04185
DW $D$ asc,adjnoun,112,12,0.03734
DW $D$ asc,adjnoun,112,13,0.04286
DW $D$ asc,adjnoun,112,14,0.02669
DW $D$ asc,adjnoun,112,15,0.02657
DW $D$ asc,adjnoun,112,16,0.03584
DW $D$ asc,adjnoun,112,17,0.03108
DW $D$ asc,adjnoun,112,18,0.04185
DW $D$ asc,adjnoun,112,19,0.05739
DW $D$ asc,adjnoun,112,20,0.06516
DW $D$ asc,adjnoun,112,21,0.07782
DW $D$ asc,adjnoun,112,22,0.08596
DW $D$ asc,adjnoun,112,23,0.08922
DW $D$ asc,adjnoun,112,24,0.08446
DW $D$ asc,adjnoun,112,25,0.07682
DW $D$ asc,adjnoun,112,26,0.07669
DW $D$ asc,adjnoun,112,27,0.08346
DW $D$ asc,adjnoun,112,28,0.08822
DW $D$ asc,adjnoun,112,29,0.09286
DW $D$ asc,adjnoun,112,30,0.0886
DW $D$ asc,adjnoun,112,31,0.09398
DW $D$ asc,adjnoun,112,32,0.09361
DW $D$ asc,adjnoun,112,33,0.09687
DW $D$ asc,adjnoun,112,34,0.09411
DW $D$ asc,adjnoun,112,35,0.09511
DW $D$ asc,adjnoun,112,36,0.1015
DW $D$ asc,adjnoun,112,37,0.1109
DW $D$ asc,adjnoun,112,38,0.10727
DW $D$ asc,adjnoun,112,39,0.12456
DW $D$ asc,adjnoun,112,40,0.12343
DW $D$ asc,adjnoun,112,41,0.12845
DW $D$ asc,adjnoun,112,42,0.12932
DW $D$ asc,adjnoun,112,43,0.12644
DW $D$ asc,adjnoun,112,44,0.13008
DW $D$ asc,adjnoun,112,45,0.12857
DW $D$ asc,adjnoun,112,46,0.12757
DW $D$ asc,adjnoun,112,47,0.13145
DW $D$ asc,adjnoun,112,48,0.13747
DW $D$ asc,adjnoun,112,49,0.13546
DW $D$ asc,adjnoun,112,50,0.13972
DW $D$ asc,adjnoun,112,51,0.14261
DW $D$ asc,adjnoun,112,52,0.14762
DW $D$ asc,adjnoun,112,53,0.15163
DW $D$ asc,adjnoun,112,54,0.14937
DW $D$ asc,adjnoun,112,55,0.15614
DW $D$ asc,adjnoun,112,56,0.15915
DW $D$ asc,adjnoun,112,57,0.15739
DW $D$ asc,adjnoun,112,58,0.1589
DW $D$ asc,adjnoun,112,59,0.15902
DW $D$ asc,adjnoun,112,60,0.15439
DW $D$ asc,adjnoun,112,61,0.15288
DW $D$ asc,adjnoun,112,62,0.16053
DW $D$ asc,adjnoun,112,63,0.16053
DW $D$ asc,adjnoun,112,64,0.15025
DW $D$ asc,adjnoun,112,65,0.15401
DW $D$ asc,adjnoun,112,66,0.15213
DW $D$ asc,adjnoun,112,67,0.15013
DW $D$ asc,adjnoun,112,68,0.14787
DW $D$ asc,adjnoun,112,69,0.15539
DW $D$ asc,adjnoun,112,70,0.15727
DW $D$ asc,adjnoun,112,71,0.15489
DW $D$ asc,adjnoun,112,72,0.15865
DW $D$ asc,adjnoun,112,73,0.15476
DW $D$ asc,adjnoun,112,74,0.15977
DW $D$ asc,adjnoun,112,75,0.15727
DW $D$ asc,adjnoun,112,76,0.15063
DW $D$ asc,adjnoun,112,77,0.16228
DW $D$ asc,adjnoun,112,78,0.16454
DW $D$ asc,adjnoun,112,79,0.15714
DW $D$ asc,adjnoun,112,80,0.16228
DW $D$ asc,adjnoun,112,81,0.16955
DW $D$ asc,adjnoun,112,82,0.17218
DW $D$ asc,adjnoun,112,83,0.16754
DW $D$ asc,adjnoun,112,84,0.15952
DW $D$ asc,adjnoun,112,85,0.1614
DW $D$ asc,adjnoun,112,86,0.16767
DW $D$ asc,adjnoun,112,87,0.16679
DW $D$ asc,adjnoun,112,88,0.16591
DW $D$ asc,adjnoun,112,89,0.16729
DW $D$ asc,adjnoun,112,90,0.15714
DW $D$ asc,adjnoun,112,91,0.15677
DW $D$ asc,adjnoun,112,92,0.16153
DW $D$ asc,adjnoun,112,93,0.16391
DW $D$ asc,adjnoun,112,94,0.16266
DW $D$ asc,adjnoun,112,95,0.16429
DW $D$ asc,adjnoun,112,96,0.16692
DW $D$ asc,adjnoun,112,97,0.16654
DW $D$ asc,adjnoun,112,98,0.16642
DW $D$ asc,adjnoun,112,99,0.1688
DW $D$ asc,adjnoun,112,100,0.17105
DW $D$ asc,adjnoun,112,101,0.17393
DW $D$ asc,adjnoun,112,102,0.17381
DW $D$ asc,adjnoun,112,103,0.17431
DW $D$ asc,adjnoun,112,104,0.16967
DW $D$ asc,adjnoun,112,105,0.1713
DW $D$ asc,adjnoun,112,106,0.17945
DW $D$ asc,adjnoun,112,107,0.18233
DW $D$ asc,adjnoun,112,108,0.18371
DW $D$ asc,adjnoun,112,109,0.18459
DW $D$ asc,adjnoun,112,110,0.19211
DW $D$ asc,adjnoun,112,111,0.19223
DW $D$ asc,adjnoun,112,112,0.18772
DW $D$ asc,adjnoun,112,113,0.18772
DW $D$ asc,adjnoun,112,114,0.18997
DW $D$ asc,adjnoun,112,115,0.18534
DW $D$ asc,adjnoun,112,116,0.18358
DW $D$ asc,adjnoun,112,117,0.18559
DW $D$ asc,adjnoun,112,118,0.18697
DW $D$ asc,adjnoun,112,119,0.18747
DW $D$ asc,adjnoun,112,120,0.19173
DW $D$ asc,adjnoun,112,121,0.1906
DW $D$ asc,adjnoun,112,122,0.19436
DW $D$ asc,adjnoun,112,123,0.19511
DW $D$ asc,adjnoun,112,124,0.19486
DW $D$ asc,adjnoun,112,125,0.19449
DW $D$ asc,adjnoun,112,126,0.19135
DW $D$ asc,adjnoun,112,127,0.19311
DW $D$ asc,adjnoun,112,128,0.18835
DW $D$ asc,adjnoun,112,129,0.19348
DW $D$ asc,adjnoun,112,130,0.19774
DW $D$ asc,adjnoun,112,131,0.20614
DW $D$ asc,adjnoun,112,132,0.20376
DW $D$ asc,adjnoun,112,133,0.19887
DW $D$ asc,adjnoun,112,134,0.20163
DW $D$ asc,adjnoun,112,135,0.19875
DW $D$ asc,adjnoun,112,136,0.20752
DW $D$ asc,adjnoun,112,137,0.20827
DW $D$ asc,adjnoun,112,138,0.20927
DW $D$ asc,adjnoun,112,139,0.21115
DW $D$ asc,adjnoun,112,140,0.2104
DW $D$ asc,adjnoun,112,141,0.20865
DW $D$ asc,adjnoun,112,142,0.2114
DW $D$ asc,adjnoun,112,143,0.21429
DW $D$ asc,adjnoun,112,144,0.21479
DW $D$ asc,adjnoun,112,145,0.21429
DW $D$ asc,adjnoun,112,146,0.21353
DW $D$ asc,adjnoun,112,147,0.21491
DW $D$ asc,adjnoun,112,148,0.2109
DW $D$ asc,adjnoun,112,149,0.20539
DW $D$ asc,adjnoun,112,150,0.20739
DW $D$ asc,adjnoun,112,151,0.20677
DW $D$ asc,adjnoun,112,152,0.20451
DW $D$ asc,adjnoun,112,153,0.20476
DW $D$ asc,adjnoun,112,154,0.20677
DW $D$ asc,adjnoun,112,155,0.20589
DW $D$ asc,adjnoun,112,156,0.20789
DW $D$ asc,adjnoun,112,157,0.20802
DW $D$ asc,adjnoun,112,158,0.21454
DW $D$ asc,adjnoun,112,159,0.2114
DW $D$ asc,adjnoun,112,160,0.2109
DW $D$ asc,adjnoun,112,161,0.21303
DW $D$ asc,adjnoun,112,162,0.21742
DW $D$ asc,adjnoun,112,163,0.22268
DW $D$ asc,adjnoun,112,164,0.22293
DW $D$ asc,adjnoun,112,165,0.22093
DW $D$ asc,adjnoun,112,166,0.21541
DW $D$ asc,adjnoun,112,167,0.21266
DW $D$ asc,adjnoun,112,168,0.21153
DW $D$ asc,adjnoun,112,169,0.20727
DW $D$ asc,adjnoun,112,170,0.21729
DW $D$ asc,adjnoun,112,171,0.21491
DW $D$ asc,adjnoun,112,172,0.21454
DW $D$ asc,adjnoun,112,173,0.21015
DW $D$ asc,adjnoun,112,174,0.21491
DW $D$ asc,adjnoun,112,175,0.21579
DW $D$ asc,adjnoun,112,176,0.22406
DW $D$ asc,adjnoun,112,177,0.21667
DW $D$ asc,adjnoun,112,178,0.21541
DW $D$ asc,adjnoun,112,179,0.22143
DW $D$ asc,adjnoun,112,180,0.21855
DW $D$ asc,adjnoun,112,181,0.22018
DW $D$ asc,adjnoun,112,182,0.22218
DW $D$ asc,adjnoun,112,183,0.22268
DW $D$ asc,adjnoun,112,184,0.22619
DW $D$ asc,adjnoun,112,185,0.22594
DW $D$ asc,adjnoun,112,186,0.22519
DW $D$ asc,adjnoun,112,187,0.22895
DW $D$ asc,adjnoun,112,188,0.23396
DW $D$ asc,adjnoun,112,189,0.23434
DW $D$ asc,adjnoun,112,190,0.23434
DW $D$ asc,adjnoun,112,191,0.23634
DW $D$ asc,adjnoun,112,192,0.23747
DW $D$ asc,adjnoun,112,193,0.24261
DW $D$ asc,adjnoun,112,194,0.23797
DW $D$ asc,adjnoun,112,195,0.23997
DW $D$ asc,adjnoun,112,196,0.23772
DW $D$ asc,adjnoun,112,197,0.23684
DW $D$ asc,adjnoun,112,198,0.23659
DW $D$ asc,adjnoun,112,199,0.23496
DW $D$ asc,adjnoun,112,200,0.23747
DW $D$ asc,barabasialbert,100,2,-0.00669
DW $D$ asc,barabasialbert,100,3,-0.01664
DW $D$ asc,barabasialbert,100,4,-0.00886
DW $D$ asc,barabasialbert,100,5,-0.02035
DW $D$ asc,barabasialbert,100,6,-0.01646
DW $D$ asc,barabasialbert,100,7,-0.01981
DW $D$ asc,barabasialbert,100,8,-0.00724
DW $D$ asc,barabasialbert,100,9,0.001
DW $D$ asc,barabasialbert,100,10,-0.00516
DW $D$ asc,barabasialbert,100,11,-0.02614
DW $D$ asc,barabasialbert,100,12,-0.01556
DW $D$ asc,barabasialbert,100,13,-0.02035
DW $D$ asc,barabasialbert,100,14,-0.01863
DW $D$ asc,barabasialbert,100,15,-0.00796
DW $D$ asc,barabasialbert,100,16,0.00081
DW $D$ asc,barabasialbert,100,17,0.00289
DW $D$ asc,barabasialbert,100,18,0.00371
DW $D$ asc,barabasialbert,100,19,-0.00154
DW $D$ asc,barabasialbert,100,20,0.00262
DW $D$ asc,barabasialbert,100,21,0.00072
DW $D$ asc,barabasialbert,100,22,-0.00579
DW $D$ asc,barabasialbert,100,23,-0.00181
DW $D$ asc,barabasialbert,100,24,-0.00326
DW $D$ asc,barabasialbert,100,25,0.00507
DW $D$ asc,barabasialbert,100,26,0.01257
DW $D$ asc,barabasialbert,100,27,0.00733
DW $D$ asc,barabasialbert,100,28,0.00868
DW $D$ asc,barabasialbert,100,29,0.01366
DW $D$ asc,barabasialbert,100,30,0.01746
DW $D$ asc,barabasialbert,100,31,0.03564
DW $D$ asc,barabasialbert,100,32,0.03808
DW $D$ asc,barabasialbert,100,33,0.04306
DW $D$ asc,barabasialbert,100,34,0.04505
DW $D$ asc,barabasialbert,100,35,0.05265
DW $D$ asc,barabasialbert,100,36,0.05527
DW $D$ asc,barabasialbert,100,37,0.05301
DW $D$ asc,barabasialbert,100,38,0.04722
DW $D$ asc,barabasialbert,100,39,0.04034
DW $D$ asc,barabasialbert,100,40,0.04649
DW $D$ asc,barabasialbert,100,41,0.05228
DW $D$ asc,barabasialbert,100,42,0.05364
DW $D$ asc,barabasialbert,100,43,0.05635
DW $D$ asc,barabasialbert,100,44,0.05509
DW $D$ asc,barabasialbert,100,45,0.06848
DW $D$ asc,barabasialbert,100,46,0.06368
DW $D$ asc,barabasialbert,100,47,0.06296
DW $D$ asc,barabasialbert,100,48,0.06413
DW $D$ asc,barabasialbert,100,49,0.06377
DW $D$ asc,barabasialbert,100,50,0.0664
DW $D$ asc,barabasialbert,100,51,0.06911
DW $D$ asc,barabasialbert,100,52,0.05789
DW $D$ asc,barabasialbert,100,53,0.05889
DW $D$ asc,barabasialbert,100,54,0.05907
DW $D$ asc,barabasialbert,100,55,0.05816
DW $D$ asc,barabasialbert,100,56,0.05934
DW $D$ asc,barabasialbert,100,57,0.05825
DW $D$ asc,barabasialbert,100,58,0.06495
DW $D$ asc,barabasialbert,100,59,0.06884
DW $D$ asc,barabasialbert,100,60,0.07137
DW $D$ asc,barabasialbert,100,61,0.06902
DW $D$ asc,barabasialbert,100,62,0.06721
DW $D$ asc,barabasialbert,100,63,0.07047
DW $D$ asc,barabasialbert,100,64,0.06884
DW $D$ asc,barabasialbert,100,65,0.0673
DW $D$ asc,barabasialbert,100,66,0.07227
DW $D$ asc,barabasialbert,100,67,0.07417
DW $D$ asc,barabasialbert,100,68,0.07119
DW $D$ asc,barabasialbert,100,69,0.07336
DW $D$ asc,barabasialbert,100,70,0.07191
DW $D$ asc,barabasialbert,100,71,0.07264
DW $D$ asc,barabasialbert,100,72,0.0815
DW $D$ asc,barabasialbert,100,73,0.08268
DW $D$ asc,barabasialbert,100,74,0.08684
DW $D$ asc,barabasialbert,100,75,0.08313
DW $D$ asc,barabasialbert,100,76,0.08711
DW $D$ asc,barabasialbert,100,77,0.08358
DW $D$ asc,barabasialbert,100,78,0.07942
DW $D$ asc,barabasialbert,100,79,0.0825
DW $D$ asc,barabasialbert,100,80,0.08024
DW $D$ asc,barabasialbert,100,81,0.07852
DW $D$ asc,barabasialbert,100,82,0.08557
DW $D$ asc,barabasialbert,100,83,0.08639
DW $D$ asc,barabasialbert,100,84,0.09272
DW $D$ asc,barabasialbert,100,85,0.09009
DW $D$ asc,barabasialbert,100,86,0.0891
DW $D$ asc,barabasialbert,100,87,0.08358
DW $D$ asc,barabasialbert,100,88,0.08485
DW $D$ asc,barabasialbert,100,89,0.08792
DW $D$ asc,barabasialbert,100,90,0.09073
DW $D$ asc,barabasialbert,100,91,0.09706
DW $D$ asc,barabasialbert,100,92,0.09815
DW $D$ asc,barabasialbert,100,93,0.10023
DW $D$ asc,barabasialbert,100,94,0.11126
DW $D$ asc,barabasialbert,100,95,0.11298
DW $D$ asc,barabasialbert,100,96,0.11018
DW $D$ asc,barabasialbert,100,97,0.10583
DW $D$ asc,barabasialbert,100,98,0.1109
DW $D$ asc,barabasialbert,100,99,0.10773
DW $D$ asc,barabasialbert,100,100,0.11307
DW $D$ asc,barabasialbert,100,101,0.11416
DW $D$ asc,barabasialbert,100,102,0.11958
DW $D$ asc,barabasialbert,100,103,0.11777
DW $D$ asc,barabasialbert,100,104,0.11949
DW $D$ asc,barabasialbert,100,105,0.11615
DW $D$ asc,barabasialbert,100,106,0.11904
DW $D$ asc,barabasialbert,100,107,0.1156
DW $D$ asc,barabasialbert,100,108,0.11651
DW $D$ asc,barabasialbert,100,109,0.11533
DW $D$ asc,barabasialbert,100,110,0.1213
DW $D$ asc,barabasialbert,100,111,0.12845
DW $D$ asc,barabasialbert,100,112,0.12555
DW $D$ asc,barabasialbert,100,113,0.12646
DW $D$ asc,barabasialbert,100,114,0.12845
DW $D$ asc,barabasialbert,100,115,0.12601
DW $D$ asc,barabasialbert,100,116,0.12546
DW $D$ asc,barabasialbert,100,117,0.13722
DW $D$ asc,barabasialbert,100,118,0.13478
DW $D$ asc,barabasialbert,100,119,0.13659
DW $D$ asc,barabasialbert,100,120,0.13686
DW $D$ asc,barabasialbert,100,121,0.13451
DW $D$ asc,barabasialbert,100,122,0.13279
DW $D$ asc,barabasialbert,100,123,0.13315
DW $D$ asc,barabasialbert,100,124,0.13089
DW $D$ asc,barabasialbert,100,125,0.12944
DW $D$ asc,barabasialbert,100,126,0.13243
DW $D$ asc,barabasialbert,100,127,0.13433
DW $D$ asc,barabasialbert,100,128,0.13297
DW $D$ asc,barabasialbert,100,129,0.13315
DW $D$ asc,barabasialbert,100,130,0.13786
DW $D$ asc,barabasialbert,100,131,0.14012
DW $D$ asc,barabasialbert,100,132,0.14066
DW $D$ asc,barabasialbert,100,133,0.14175
DW $D$ asc,barabasialbert,100,134,0.13858
DW $D$ asc,barabasialbert,100,135,0.13939
DW $D$ asc,barabasialbert,100,136,0.14048
DW $D$ asc,barabasialbert,100,137,0.14012
DW $D$ asc,barabasialbert,100,138,0.1374
DW $D$ asc,barabasialbert,100,139,0.13749
DW $D$ asc,barabasialbert,100,140,0.13731
DW $D$ asc,barabasialbert,100,141,0.13758
DW $D$ asc,barabasialbert,100,142,0.13822
DW $D$ asc,barabasialbert,100,143,0.14066
DW $D$ asc,barabasialbert,100,144,0.14365
DW $D$ asc,barabasialbert,100,145,0.14093
DW $D$ asc,barabasialbert,100,146,0.13804
DW $D$ asc,barabasialbert,100,147,0.13804
DW $D$ asc,barabasialbert,100,148,0.13695
DW $D$ asc,barabasialbert,100,149,0.1393
DW $D$ asc,barabasialbert,100,150,0.14383
DW $D$ asc,barabasialbert,100,151,0.14193
DW $D$ asc,barabasialbert,100,152,0.14247
DW $D$ asc,barabasialbert,100,153,0.14564
DW $D$ asc,barabasialbert,100,154,0.14111
DW $D$ asc,barabasialbert,100,155,0.13768
DW $D$ asc,barabasialbert,100,156,0.14175
DW $D$ asc,barabasialbert,100,157,0.13948
DW $D$ asc,barabasialbert,100,158,0.14319
DW $D$ asc,barabasialbert,100,159,0.14871
DW $D$ asc,barabasialbert,100,160,0.14627
DW $D$ asc,barabasialbert,100,161,0.15152
DW $D$ asc,barabasialbert,100,162,0.15115
DW $D$ asc,barabasialbert,100,163,0.15161
DW $D$ asc,barabasialbert,100,164,0.15387
DW $D$ asc,barabasialbert,100,165,0.15351
DW $D$ asc,barabasialbert,100,166,0.14781
DW $D$ asc,barabasialbert,100,167,0.14916
DW $D$ asc,barabasialbert,100,168,0.15025
DW $D$ asc,barabasialbert,100,169,0.14953
DW $D$ asc,barabasialbert,100,170,0.14862
DW $D$ asc,barabasialbert,100,171,0.1488
DW $D$ asc,barabasialbert,100,172,0.14781
DW $D$ asc,barabasialbert,100,173,0.14817
DW $D$ asc,barabasialbert,100,174,0.14889
DW $D$ asc,barabasialbert,100,175,0.14582
DW $D$ asc,barabasialbert,100,176,0.14509
DW $D$ asc,barabasialbert,100,177,0.14699
DW $D$ asc,barabasialbert,100,178,0.14763
DW $D$ asc,barabasialbert,100,179,0.15106
DW $D$ asc,barabasialbert,100,180,0.15387
DW $D$ asc,barabasialbert,100,181,0.15278
DW $D$ asc,barabasialbert,100,182,0.15251
DW $D$ asc,barabasialbert,100,183,0.15676
DW $D$ asc,barabasialbert,100,184,0.1583
DW $D$ asc,barabasialbert,100,185,0.15513
DW $D$ asc,barabasialbert,100,186,0.15269
DW $D$ asc,barabasialbert,100,187,0.15586
DW $D$ asc,barabasialbert,100,188,0.15341
DW $D$ asc,barabasialbert,100,189,0.15133
DW $D$ asc,barabasialbert,100,190,0.14862
DW $D$ asc,barabasialbert,100,191,0.15522
DW $D$ asc,barabasialbert,100,192,0.15323
